,Departure_FLT,Departure_ARR,Departure_SCH,Departure_ETD,Departure_ATD,Departure_STT
516,JJA4903,CXR,22:10,22:10,22:59,이륙
517,CPA035,HKG,22:15,22:15,22:40,이륙
518,KAL257,JFK,22:15,22:15,22:44,이륙
519,CEB129,CEB,22:30,22:30,22:52,이륙
520,KAL273,VCP,22:30,22:30,22:50,이륙
521,KAL313,HKG,22:30,22:30,22:46,이륙
522,KAL349,PEN,22:30,22:30,22:55,이륙
523,APG9047,CEB,22:35,22:35,22:43,이륙
524,JNA121,MFM,22:35,22:35,23:01,이륙
525,GTI2688,JFK,22:40,22:30,23:10,이륙
526,KAL473,MLE,22:40,22:40,23:25,이륙
527,APJ808,HND,22:45,22:45,23:13,이륙
528,CDG4708,YNT,22:45,22:45,23:07,이륙
529,FDX5924,ANC,22:55,22:55,23:03,이륙
530,AAR242,SEA,23:00,23:00,23:21,이륙
531,KAL255,SEA,23:00,23:00,23:15,이륙
532,AAR355,CAN,23:05,23:05,23:59,이륙
533,SIA603,SIN,23:05,23:05,23:23,이륙
534,KAL857,PEK,23:10,23:10,23:31,이륙
535,CSN316,PEK,23:20,23:20,23:52,이륙
536,KAL213,SFO,23:20,23:20,23:29,이륙
537,THY89,IST,23:20,23:20,23:48,이륙
538,KAL319,CAN,23:25,23:25,23:53,이륙
539,UPS195,ANC,23:25,23:25,23:17,이륙
540,KAL283,ORD,23:30,23:30,23:57,이륙
541,KAL9361,HAN,23:30,23:30,23:40,이륙
542,KAL9525,MXP,23:40,23:40,23:50,이륙
