,Departure_FLT,Departure_ARR,Departure_SCH,Departure_ETD,Departure_ATD,Departure_STT
38,KLM856,AMS,00:55,00:55,01:45,이륙
39,AAR242,SEA,01:00,03:00,03:41,지연
40,KAL011,LAX,01:00,22:50,00:39,이륙
41,AAR987,PVG,01:05,01:05,01:28,이륙
42,KAL9525,MXP,01:05,23:40,01:13,이륙
43,KAL647,SIN,01:15,00:15,01:10,이륙
44,KAL9361,HAN,01:20,23:30,01:21,이륙
45,ABW692,SVO,01:50,01:50,02:01,이륙
46,VJC839,CXR,01:50,01:50,02:06,이륙
47,KAL335,PVG,02:05,02:05,03:01,이륙
48,CEB187,MNL,02:30,02:30,02:58,이륙
49,GAP2483,TAG,02:30,02:30,03:05,이륙
50,CKK258,PVG,03:30,03:40,04:17,이륙
51,FDX5230,MEM,04:15,06:45,07:04,지연
52,HKE615,HKG,04:55,04:55,05:12,이륙
53,PAC227,CVG,05:00,05:00,05:40,이륙
54,AJX8478,NRT,05:15,05:15,05:29,이륙
55,THY6487,IST,05:35,05:35,06:02,이륙
56,UPS99,ANC,05:45,07:00,08:33,지연
57,GTI525,CGO,05:50,05:50,06:39,이륙
58,SWM2129,REP,05:50,05:50,06:21,이륙
59,LNI2736,BTH,06:00,,06:24,이륙
60,KAL9735,MMY,06:10,06:10,06:36,이륙
61,PIC195,DAD,06:10,06:10,07:11,지연
62,VJC881,DAD,06:15,06:15,06:41,이륙
63,AAV601,CEB,06:20,06:20,07:07,이륙
64,AAV705,KLO,06:20,07:20,07:46,지연
65,JCC802,REP,06:20,06:20,06:48,이륙
66,VJC963,HAN,06:25,06:25,08:01,지연
67,CRK627,HKG,06:30,06:30,07:33,지연
68,ESR633,OKA,06:30,07:50,08:21,지연
69,HVN9409,PQC,06:30,06:30,07:09,이륙
70,JJA2461,CEB,06:30,06:30,07:17,이륙
71,AAV701,KLO,06:45,06:45,07:51,지연
72,VJC865,SGN,06:45,06:45,08:05,지연
73,VJC879,DAD,06:45,06:45,07:23,이륙
74,JJA2965,DAD,06:50,06:50,07:30,이륙
75,APG037,KLO,06:55,06:55,07:38,이륙
76,TWB205,NRT,06:55,07:25,08:35,지연
77,EVA149,TPE,07:00,07:00,07:55,이륙
78,JJA1304,KIX,07:00,07:00,07:53,이륙
79,JJA1904,CTS,07:00,07:40,08:25,지연
80,SWM212,REP,07:00,07:00,08:25,지연
81,ASV762,KIX,07:05,07:05,07:48,이륙
82,JNA221,FUK,07:05,07:05,07:35,이륙
83,PAL489,KLO,07:10,08:40,09:15,지연
84,VJC925,HPH,07:15,07:15,07:57,이륙
85,TWB297,OIT,07:20,07:20,08:15,이륙
86,ASV726,KMJ,07:25,07:25,08:41,지연
87,CES5050,YNT,07:25,07:25,07:40,이륙
88,ESR621,CTS,07:25,07:25,08:13,이륙
89,TWB671,KHH,07:25,07:25,07:43,이륙
90,AAR731,SGN,07:30,07:30,08:12,이륙
91,APJ012,KIX,07:30,07:30,08:10,이륙
92,JNA261,KKJ,07:30,07:30,08:03,이륙
93,PAL485,CEB,07:30,09:30,09:56,지연
94,QTR8983,DOH,07:30,07:30,07:59,이륙
95,TWB607,TAO,07:30,07:30,08:48,지연
96,JJA1408,FUK,07:35,07:35,08:09,이륙
97,JNA201,NRT,07:35,07:35,08:17,이륙
98,JNA077,DAD,07:40,07:40,08:43,지연
99,TWB125,DAD,07:45,07:45,08:15,이륙
100,TWB201,NRT,07:45,07:45,08:20,이륙
101,AAR701,MNL,07:50,11:20,12:18,지연
102,AMU825,MFM,07:50,07:50,08:19,이륙
103,ASV714,FSZ,07:55,07:55,08:38,이륙
104,ASV722,NGS,07:55,08:40,09:50,지연
105,CEB181,KLO,07:55,07:55,09:38,지연
106,ESR881,TPE,07:55,07:55,08:37,이륙
107,KAL1413,TAE,07:55,07:55,08:50,지연
108,KAL621,MNL,07:55,08:25,08:58,지연
109,TWB281,KIX,07:55,07:55,08:58,지연
110,AAR184,CTS,08:00,09:00,09:01,지연
111,JNA211,KIX,08:00,08:00,08:22,이륙
112,KAL529,FRA,08:00,08:00,08:56,이륙
113,KAL787,FUK,08:00,08:40,09:07,지연
114,PAL487,KLO,08:00,08:50,09:27,지연
115,AAR112,KIX,08:05,09:13,09:13,지연
116,KAL747,OKJ,08:05,08:05,08:45,이륙
117,AAR327,TSN,08:10,08:10,08:41,이륙
118,JJA1102,NRT,08:10,09:35,10:06,지연
119,KAL479,HAN,08:10,08:10,08:52,이륙
120,PAL467,MNL,08:10,11:55,13:50,지연
121,AAR122,NGO,08:15,08:15,08:48,이륙
122,KAL827,SZX,08:15,08:15,09:12,이륙
123,PAC968,LAX,08:15,08:15,08:51,이륙
124,AAR331,PEK,08:20,09:20,09:45,지연
125,AAR727,HAN,08:20,08:20,08:50,이륙
126,JJA8401,TAO,08:20,09:50,10:11,지연
127,KAL1401,PUS,08:25,08:25,09:03,지연
128,KAL603,HKG,08:25,09:05,09:34,지연
129,AAR353,CKG,08:30,09:30,09:59,지연
130,AAR793,FRA,08:30,09:32,09:32,지연
131,AAR951,HAN,08:30,09:30,10:13,지연
132,CES2044,TAO,08:30,08:30,08:45,이륙
133,JNA021,CEB,08:30,08:30,09:04,이륙
134,JNA231,CTS,08:35,08:35,09:25,이륙
135,KAL893,PVG,08:35,08:35,09:25,이륙
136,AAR369,CAN,08:40,08:40,09:06,이륙
137,ESR601,NRT,08:40,08:41,09:10,이륙
138,CDG4620,TAO,08:45,08:45,09:00,이륙
139,CPA415,HKG,08:45,08:45,09:02,이륙
140,KAL831,SHE,08:50,08:50,09:23,이륙
141,CES5052,PVG,08:55,08:55,09:19,이륙
142,JNA281,KIX,08:55,08:55,09:35,이륙
143,KAL819,CSX,08:55,08:55,10:56,지연
144,AAR102,NRT,09:00,09:00,09:28,이륙
145,AAR132,FUK,09:00,09:00,09:30,이륙
146,AAR317,TAO,09:00,10:00,10:22,지연
147,AAR721,HKG,09:00,09:00,09:21,이륙
148,KAL691,TPE,09:00,09:00,09:49,이륙
149,KAL723,KIX,09:00,09:00,09:54,이륙
150,KAL741,NGO,09:00,09:00,09:32,이륙
151,KAL865,CAN,09:00,09:00,09:46,이륙
152,SIA607,SIN,09:00,09:00,09:17,이륙
153,AAR303,CGQ,09:05,10:10,10:30,지연
154,AAR361,PVG,09:05,10:00,10:24,지연
155,ESR611,KIX,09:05,10:30,10:32,지연
156,KAL657,BKK,09:05,09:05,10:10,지연
157,KAL775,KMQ,09:05,09:05,09:39,이륙
158,KAL845,TAO,09:05,09:05,10:18,지연
159,KAL881,WUH,09:05,09:05,10:03,이륙
160,ASV732,HIJ,09:10,09:40,10:24,지연
161,ESR931,HKG,09:10,09:10,09:36,이륙
162,JJA1302,KIX,09:10,10:25,11:11,지연
163,KAL681,SGN,09:10,09:10,10:28,지연
164,KAL825,YNJ,09:10,09:10,10:01,이륙
165,KAL113,GUM,09:15,09:55,10:18,지연
166,AAR351,YNJ,09:20,09:20,09:42,이륙
167,CPA421,HKG,09:20,09:20,10:20,지연
168,KAL807,XIY,09:20,09:20,10:40,지연
169,KAL813,HFE,09:20,09:20,09:52,이륙
170,JNA113,HKG,09:25,09:25,10:07,이륙
171,HVN9424,CJJ,09:30,09:30,10:51,지연
172,ESR641,FUK,09:35,09:35,10:03,이륙
173,JNA641,GUM,09:35,09:35,09:51,이륙
174,KAL035,ATL,09:35,09:35,10:22,이륙
175,KAL461,DAD,09:35,10:20,11:15,지연
176,THA659,BKK,09:35,09:35,09:54,이륙
177,XAX507,KUL,09:35,09:35,10:05,이륙
178,AAR172,OKA,09:40,09:40,10:17,이륙
179,AAR301,DLC,09:40,09:40,10:15,이륙
180,JJA8901,JMU,09:40,10:30,11:23,지연
181,JNA081,TPE,09:40,10:30,11:03,지연
182,KAL483,HAN,09:40,09:40,10:47,지연
183,AAR152,SDJ,09:50,09:50,10:13,이륙
184,AAR371,SZX,09:55,10:55,11:50,지연
185,AFR267,CDG,09:55,10:20,10:45,이륙
186,JJA2101,HKG,09:55,09:55,10:32,이륙
187,UPS11,SDF,09:55,09:55,10:36,이륙
188,AAR711,TPE,10:00,11:30,12:30,지연
189,ASV752,NRT,10:00,10:50,12:03,지연
190,KAL081,JFK,10:00,12:15,12:54,지연
191,JJA3102,GUM,10:05,11:15,11:59,지연
192,KAL765,CTS,10:05,10:45,11:52,지연
193,KAL823,MDG,10:05,10:05,10:52,이륙
194,KAL887,XMN,10:05,10:05,10:54,이륙
195,KAL981,VVO,10:05,10:50,12:20,지연
196,TWB291,FUK,10:05,12:12,12:05,지연
197,CPA417,HKG,10:10,10:25,10:43,이륙
198,JJA3402,SPN,10:10,10:10,10:47,이륙
199,JNA245,OKA,10:10,10:40,11:25,지연
200,KAL703,NRT,10:10,10:10,11:04,이륙
201,HVN409,SGN,10:15,10:15,10:49,이륙
202,KAL093,IAD,10:15,10:15,11:17,지연
203,KAL805,TSN,10:15,11:10,12:10,지연
204,KAL073,YYZ,10:20,10:20,11:27,지연
205,APJ002,KIX,10:25,10:25,10:58,이륙
206,AAR7113,TPE,10:30,10:30,11:00,이륙
207,JAL954,NRT,10:30,10:30,11:08,이륙
208,JNA039,KLO,10:30,11:00,12:08,지연
209,KAL767,AOJ,10:30,11:00,11:46,지연
210,GIA879,CGK,10:35,10:35,11:06,이륙
211,HVN417,HAN,10:35,10:35,11:10,이륙
212,JJA1106,NRT,10:35,11:20,12:00,지연
213,JJA1402,FUK,10:35,11:55,13:08,지연
214,JJA8501,WEH,10:35,11:55,12:59,지연
215,JJA1704,MYJ,10:40,10:40,11:33,이륙
216,JJA2901,DAD,10:40,12:01,12:01,지연
217,KAL037,ORD,10:40,10:40,12:07,지연
218,HVN431,DAD,10:45,10:45,11:13,이륙
219,JJA2601,TPE,10:45,11:54,11:54,지연
220,AAR198,NRT,10:50,10:50,11:02,이륙
221,AAR222,JFK,10:50,10:50,11:38,이륙
222,AAR363,PVG,10:50,10:50,11:35,이륙
223,THA629,BKK,10:50,10:50,11:22,이륙
224,VJC863,SGN,10:50,10:50,11:57,지연
225,BAW18,LHR,10:55,10:55,11:19,이륙
226,CSN340,HAK,10:55,10:55,11:32,이륙
227,AAR347,XIY,11:00,12:00,12:51,지연
228,AAR541,FRA,11:00,12:00,12:36,지연
229,JJA2001,MFM,11:00,12:00,13:01,지연
230,KAL613,HKG,11:00,11:40,12:26,지연
231,MAS067,KUL,11:00,11:00,11:30,이륙
232,FIN42,HEL,11:05,11:05,11:28,이륙
233,HVN407,SGN,11:05,11:05,11:44,이륙
234,KAL509,ARN,11:05,11:05,11:37,이륙
235,KAL745,FUK,11:05,11:05,12:12,지연
236,VJC961,HAN,11:05,11:05,12:06,지연
237,LOT98,WAW,11:10,11:10,11:48,이륙
238,TWB251,CTS,11:10,11:10,11:42,이륙
239,DAL158,DTW,11:15,11:15,11:56,이륙
240,CSN686,DLC,11:20,11:20,12:14,이륙
241,KAL855,PEK,11:20,11:20,12:32,지연
242,SWM214,REP,11:20,11:20,11:40,이륙
243,TAX701,DMK,11:20,11:20,12:12,이륙
244,ESR6251,ISG,11:30,12:40,12:42,지연
245,ESR631,OKA,11:30,11:35,12:16,이륙
246,KAL897,PVG,11:35,11:35,12:38,지연
247,KAL567,BSL,11:40,11:40,12:04,이륙
248,UIA169,TPE,11:40,11:40,12:34,이륙
249,CAL165,KHH,11:45,11:45,12:49,지연
250,CDG4096,TNA,11:45,11:45,12:24,이륙
251,LAO922,VTE,11:50,11:50,12:22,이륙
252,CES2040,TAO,11:55,11:55,12:40,이륙
253,CES550,YNT,12:00,12:00,12:44,이륙
254,CSN314,PVG,12:00,12:00,12:46,이륙
255,GIA871,DPS,12:00,12:00,12:27,이륙
256,JJA1902,CTS,12:00,12:00,12:43,이륙
257,JNA223,FUK,12:00,12:00,12:26,이륙
258,EVA187,RMQ,12:10,12:10,12:53,이륙
259,GCR7994,TSN,12:10,12:10,12:47,이륙
260,CES218,YNZ,12:15,13:00,13:41,지연
261,CDG4618,TAO,12:20,12:20,13:12,이륙
262,JJA1602,NGO,12:20,12:20,13:16,이륙
263,AAR339,HRB,12:25,12:25,13:09,이륙
264,AMX091,MEX,12:25,12:25,12:46,이륙
265,CAL161,TPE,12:25,12:25,13:07,이륙
266,SHU5451,KHV,12:25,12:25,13:06,이륙
267,AAR349,NKG,12:30,12:50,13:23,이륙
268,AAR359,HGH,12:30,12:30,13:03,이륙
269,AAR501,CDG,12:30,12:30,13:05,이륙
270,AAR767,DEL,12:30,12:30,12:57,이륙
271,ASV742,YGJ,12:30,13:00,13:40,지연
272,DLH719,MUC,12:30,12:30,12:55,이륙
273,TWB275,KMJ,12:30,12:30,13:12,이륙
274,AAR561,FCO,12:35,13:35,13:35,지연
275,HKE619,HKG,12:35,12:35,13:10,이륙
276,AAR134,FUK,12:40,12:40,13:14,이륙
277,CSN638,CGQ,12:40,12:40,13:18,이륙
278,SIA008,LAX,12:40,12:40,13:00,이륙
279,CCA172,TSN,12:45,12:45,13:38,이륙
280,CSN682,SHE,12:45,12:45,13:28,이륙
281,KAL481,DEL,12:45,12:45,13:20,이륙
282,KAL951,DXB,12:45,12:45,13:26,이륙
283,CCA140,HGH,12:50,12:50,13:14,이륙
284,CSA191,PRG,12:50,12:50,13:16,이륙
285,KAL317,TSN,12:50,12:50,13:31,이륙
286,KAL869,DLC,12:50,12:50,13:48,이륙
287,APG885,MNL,12:55,12:55,13:33,이륙
288,CES5042,PVG,12:55,12:55,13:40,이륙
289,TWB283,KIX,12:55,12:55,14:04,지연
290,AAR333,PEK,13:00,13:00,13:58,이륙
291,KAL867,ULN,13:00,14:33,14:33,지연
292,KAL907,LHR,13:00,14:01,14:00,지연
293,SHU5497,UUS,13:00,13:00,13:25,이륙
294,CCA124,PEK,13:05,13:05,13:52,이륙
295,KZR910,ALA,13:05,13:05,13:45,이륙
296,ASV764,KIX,13:10,13:10,13:46,이륙
297,KAL789,FUK,13:10,13:10,13:47,이륙
298,KAL841,TAO,13:10,14:17,14:17,지연
299,CES2034,TAO,13:15,13:15,14:09,이륙
300,AFL251,SVO,13:20,13:20,13:55,이륙
301,CSN6080,WUH,13:20,13:20,13:46,이륙
302,CSN688,CGQ,13:20,13:20,14:03,이륙
303,KAL791,OIT,13:20,13:20,13:36,이륙
304,MGL302,ULN,13:20,13:20,14:06,이륙
305,KAL905,FRA,13:25,13:25,14:22,이륙
306,JJA1802,OKA,13:30,14:30,15:08,지연
307,JJA5102,VVO,13:30,13:30,14:26,이륙
308,KAL551,NRT,13:30,13:30,14:07,이륙
309,AIH712,UUS,13:35,13:35,13:43,이륙
310,ASV521,MFM,13:35,13:35,14:28,이륙
311,CCA136,PEK,13:35,13:35,14:20,이륙
312,KAL839,WEH,13:35,14:36,14:36,지연
313,SHU5437,VVO,13:35,13:35,13:58,이륙
314,KAL915,BCN,13:40,14:43,14:42,지연
315,CCA402,CTU,13:45,13:45,14:30,이륙
316,KAL601,HKG,13:45,13:45,14:24,이륙
317,AIC317,BOM,13:50,13:50,14:11,이륙
318,KAL927,MXP,13:50,14:53,14:53,지연
319,AAR713,TPE,14:00,15:25,15:52,지연
320,CDG4088,TAO,14:00,14:00,14:50,이륙
321,CES2018,WEH,14:00,14:00,14:39,이륙
322,KAL901,CDG,14:00,14:00,14:56,이륙
323,AZA759,FCO,14:05,14:05,15:02,이륙
324,CCA144,YNJ,14:05,14:05,14:47,이륙
325,AAR114,KIX,14:10,14:50,15:27,지연
326,AAR365,PVG,14:10,14:10,14:37,이륙
327,KAL1403,PUS,14:10,14:10,14:19,이륙
328,UPS64,ANC,14:10,17:45,18:50,지연
329,AAR319,TAO,14:15,14:15,14:59,이륙
330,KAL955,IST,14:15,15:23,15:23,지연
331,TWB271,OKA,14:15,14:15,14:45,이륙
332,AAR174,CTS,14:20,14:20,14:42,이륙
333,CES5022,TAO,14:20,14:20,15:06,이륙
334,JNA213,KIX,14:20,14:20,14:32,이륙
335,KAL643,SIN,14:20,15:25,15:25,지연
336,AAR787,MXP,14:25,14:25,15:12,이륙
337,AAR521,LHR,14:30,14:30,15:14,이륙
338,CES5062,PVG,14:30,14:30,15:04,이륙
339,KAL833,SHE,14:30,16:00,16:00,지연
340,KAL925,AMS,14:30,15:33,15:33,지연
341,CSN6074,YNJ,14:35,14:35,15:19,이륙
342,ESR613,KIX,14:35,15:30,15:50,지연
343,KAL735,OKA,14:35,14:35,15:00,이륙
344,AAR202,LAX,14:40,15:30,16:05,지연
345,ESR651,KOJ,14:45,14:45,15:10,이륙
346,ASV704,TAK,14:50,14:50,15:17,이륙
347,CSN338,CAN,14:50,14:51,15:21,이륙
348,JJA1104,NRT,14:50,16:25,16:25,지연
349,TWB295,HSG,14:50,14:50,16:36,지연
350,CSZ9034,SZX,14:55,14:55,15:29,이륙
351,JNA283,KIX,15:00,15:00,15:35,이륙
352,KAL017,LAX,15:00,18:06,18:06,지연
353,AAR335,PEK,15:05,16:10,16:09,지연
354,AMU819,MFM,15:05,15:05,15:39,이륙
355,CPA411,HKG,15:05,15:05,15:37,이륙
356,AAR106,NRT,15:10,15:10,15:58,이륙
357,CCA132,PEK,15:10,15:30,15:46,이륙
358,KAL725,KIX,15:10,16:56,16:56,지연
359,KAL931,FCO,15:10,15:10,15:56,이륙
360,DLH713,FRA,15:20,15:20,15:43,이륙
361,CDG4082,TAO,15:25,15:25,16:12,이륙
362,ESR615,KIX,15:25,15:25,15:44,이륙
363,JJA8503,WEH,15:25,16:27,16:27,지연
364,AAR124,NGO,15:30,16:10,16:43,지연
365,APJ006,KIX,15:30,15:30,16:21,이륙
366,JJA1404,FUK,15:30,16:20,16:48,지연
367,KAL941,TAS,15:30,16:31,16:31,지연
368,TWB669,RMQ,15:30,15:30,15:54,이륙
369,JNA203,NRT,15:35,15:35,16:14,이륙
370,KAL627,CGK,15:35,15:35,16:02,이륙
371,ESR603,NRT,15:40,15:40,16:17,이륙
372,CDG4988,TNA,15:50,15:50,16:23,이륙
373,ESR643,FUK,15:50,15:50,16:19,이륙
374,CCA440,CKG,15:55,15:55,16:16,이륙
375,XAX505,KUL,15:55,15:55,16:29,이륙
376,KAL023,SFO,16:00,16:00,16:50,이륙
377,CES268,YNT,16:05,16:05,17:06,지연
378,JJA1108,NRT,16:05,16:05,16:40,이륙
379,ASV754,NRT,16:15,16:15,16:46,이륙
380,CSN3062,CAN,16:15,16:15,16:34,이륙
381,AAR307,YNT,16:20,16:20,16:39,이륙
382,AAR751,SIN,16:20,16:20,17:02,이륙
383,CES5034,PVG,16:20,16:20,17:13,이륙
384,AAR309,WEH,16:25,16:25,17:00,이륙
385,APJ906,OKA,16:25,16:25,16:52,이륙
386,JJA1406,FUK,16:25,17:25,17:54,지연
387,JJA4205,CNX,16:25,16:25,17:08,이륙
388,KAL633,DPS,16:25,16:25,16:45,이륙
389,TAX709,DMK,16:25,16:25,17:04,이륙
390,FDX5132,ANC,16:30,16:30,16:58,이륙
391,KAL693,TPE,16:30,16:30,17:11,이륙
392,SIA609,SIN,16:35,16:35,16:54,이륙
393,CES560,TAO,16:40,16:40,17:22,이륙
394,KAL671,KUL,16:50,16:50,17:20,이륙
395,APG039,KLO,16:55,17:50,18:09,지연
396,CQH8560,PVG,16:55,16:55,17:24,이륙
397,JJA1306,KIX,16:55,18:35,19:09,지연
398,AAR761,CGK,17:00,17:20,17:43,이륙
399,JNA051,VTE,17:00,17:00,17:26,이륙
400,ACA062,YYZ,17:05,17:05,17:34,이륙
401,CCA802,TSN,17:05,17:05,17:15,이륙
402,ESR511,BKK,17:05,17:05,17:37,이륙
403,JJA1608,NGO,17:05,18:35,19:06,지연
404,KAL129,AKL,17:05,17:05,17:41,이륙
405,PAC989,SIN,17:05,17:05,17:31,이륙
406,AAR118,KIX,17:10,19:50,20:31,지연
407,KAL785,KOJ,17:10,17:10,17:47,이륙
408,KAL1405,PUS,17:15,17:52,17:52,지연
409,KAL651,BKK,17:15,20:10,20:09,지연
410,KAL727,KIX,17:15,17:15,18:03,이륙
411,AAR158,KMI,17:20,17:20,17:39,이륙
412,KAL001,HNL,17:20,17:20,17:58,이륙
413,CES580,NKG,17:25,18:10,18:43,지연
414,JNA003,BKK,17:25,18:05,18:36,지연
415,CSN696,DLC,17:30,17:30,17:45,이륙
416,THA635,BKK,17:30,17:30,18:11,이륙
417,TWB131,VTE,17:35,17:35,17:49,이륙
418,JNA071,HKT,17:45,17:45,18:15,이륙
419,JNA225,FUK,17:45,17:45,18:00,이륙
420,ACA064,YVR,17:55,17:55,18:18,이륙
421,AAR997,TSN,18:00,19:30,19:27,지연
422,JNA061,BKI,18:00,18:00,18:22,이륙
423,KAL629,DPS,18:00,18:00,18:27,이륙
424,TWB301,GUM,18:00,18:00,18:24,이륙
425,HVN415,HAN,18:05,18:05,18:34,이륙
426,UAL892,SFO,18:05,18:05,18:29,이륙
427,CCA126,PEK,18:10,18:10,18:48,이륙
428,KAL683,SGN,18:10,18:10,18:45,이륙
429,AAR136,FUK,18:15,18:15,18:41,이륙
430,AAR272,SEA,18:20,23:20,23:48,지연
431,AAR741,BKK,18:20,18:20,18:39,이륙
432,ESR591,DAD,18:20,18:20,18:32,이륙
433,AJX8474,NRT,18:25,18:25,18:20,이륙
434,CSH828,PVG,18:25,18:25,19:02,이륙
435,KAL019,SEA,18:25,20:10,20:22,지연
436,KAL471,RGN,18:30,18:30,19:07,이륙
437,KAL689,PNH,18:30,18:30,18:54,이륙
438,KAL885,KMG,18:30,18:30,18:57,이륙
439,TWB293,FUK,18:30,18:31,19:16,이륙
440,AAL280,DFW,18:35,18:35,18:52,이륙
441,DAL26,ATL,18:35,18:35,19:01,이륙
442,KAL463,DAD,18:35,18:35,18:59,이륙
443,KAL641,SIN,18:35,18:35,19:04,이륙
444,KAL071,YVR,18:40,20:20,21:10,지연
445,KAL637,HKT,18:40,18:40,19:15,이륙
446,KAL667,CNX,18:40,19:50,20:35,지연
447,KAL679,HAN,18:40,18:40,19:32,이륙
448,AAR747,HKT,18:45,19:45,19:45,지연
449,KAL121,SYD,18:45,20:10,20:37,지연
450,KAL705,NRT,18:45,18:45,19:23,이륙
451,KAL781,FUK,18:45,19:56,19:56,지연
452,AAR108,NRT,18:50,18:50,19:21,이륙
453,KAL653,BKK,18:50,20:45,21:47,지연
454,KAL795,CTS,18:50,18:50,19:12,이륙
455,UPS186,ANC,18:50,18:50,19:08,이륙
456,CSN370,PVG,18:55,18:55,19:12,이륙
457,KAL623,MNL,18:55,20:15,20:23,지연
458,ESR501,BKI,19:00,19:00,19:24,이륙
459,JJA2305,MNL,19:00,19:00,19:38,이륙
460,KAL751,NGO,19:00,19:00,19:33,이륙
461,KAL853,PEK,19:00,19:50,20:51,지연
462,AAR753,SIN,19:05,20:15,20:15,지연
463,AAR755,DAD,19:05,22:20,22:55,지연
464,DAL198,SEA,19:05,19:05,19:18,이륙
465,KAL721,KIX,19:05,19:05,19:35,이륙
466,KAL895,PVG,19:05,19:05,19:42,이륙
467,AAR116,KIX,19:10,19:10,19:30,이륙
468,JJA4303,VTE,19:10,19:10,19:30,이륙
469,KAL685,SGN,19:10,20:50,20:56,지연
470,AAR735,SGN,19:15,19:15,20:11,이륙
471,ASV501,REP,19:15,19:15,19:47,이륙
472,AAR703,MNL,19:20,22:10,22:42,지연
473,AAR8531,PUS,19:20,20:20,20:55,지연
474,KAL137,NAN,19:25,19:25,19:59,이륙
475,KAL1415,TAE,19:25,20:12,20:12,지연
476,AAR733,HAN,19:30,19:30,19:54,이륙
477,JJA2203,BKK,19:30,19:30,19:56,이륙
478,KAL085,JFK,19:30,19:31,20:09,이륙
479,AAR739,PNH,19:35,19:35,20:00,이륙
480,AAR745,HKG,19:35,19:35,20:20,이륙
481,JNA063,BKI,19:35,19:35,19:58,이륙
482,JNA601,HNL,19:35,19:35,20:17,이륙
483,KAL111,GUM,19:35,19:35,20:25,이륙
484,KAL123,BNE,19:35,19:35,20:34,이륙
485,KAL1407,PUS,19:35,20:48,20:48,지연
486,AAR625,SPN,19:40,20:40,20:42,지연
487,JNA057,HAN,19:40,19:40,20:40,지연
488,KAL631,CEB,19:40,19:40,20:13,이륙
489,EVA159,TPE,19:45,19:45,20:17,이륙
490,TWB307,SPN,19:45,21:15,21:15,지연
491,CPA419,HKG,19:50,19:50,20:31,이륙
492,JJA2501,BKI,19:50,20:10,20:44,이륙
493,AAR367,PVG,20:00,20:00,20:25,이륙
494,AAR601,SYD,20:00,20:00,20:39,이륙
495,ASV511,BKI,20:00,20:00,20:27,이륙
496,KAL607,HKG,20:00,21:02,21:02,지연
497,JNA025,CEB,20:05,20:05,20:33,이륙
498,KAL025,SFO,20:05,21:25,21:28,지연
499,KAL649,MNL,20:05,20:05,20:48,이륙
500,TWB101,BKK,20:05,20:05,20:29,이륙
501,AAR323,CTU,20:10,20:50,21:59,지연
502,AAR7315,PQC,20:10,20:10,20:42,이륙
503,ASV531,HKG,20:10,20:10,20:46,이륙
504,CSN684,HRB,20:10,21:00,21:33,지연
505,JJA3106,GUM,20:10,20:10,20:27,이륙
506,KAL659,BKK,20:15,20:15,21:24,지연
507,AAR232,HNL,20:20,20:20,20:53,이륙
508,AAR236,ORD,20:20,22:00,22:39,지연
509,AAR743,BKK,20:20,21:20,21:36,지연
510,CXA872,XMN,20:20,20:20,21:04,이륙
511,JJA2405,CEB,20:20,20:20,20:50,이륙
512,AAR282,LAX,20:30,20:30,21:03,이륙
513,AAR325,KWL,20:30,20:30,20:54,이륙
514,ESR5033,BKI,20:35,20:35,21:00,이륙
515,JJA2205,BKK,20:35,21:00,21:39,지연
516,KAL053,HNL,20:35,20:35,21:41,지연
