,Departure_FLT,Departure_ARR,Departure_SCH,Departure_ETD,Departure_ATD,Departure_STT
515,FDX5924,ANC,22:35,22:35,22:54,이륙
516,JNA121,MFM,22:35,22:35,23:06,이륙
517,AAR587,JFK,22:40,22:40,23:17,이륙
518,KAL473,MLE,22:40,23:10,23:52,지연
519,TGW897,SIN,22:40,22:40,23:12,이륙
520,AAR609,ROR,22:45,23:20,23:40,이륙
521,APJ808,HND,22:45,22:45,23:21,이륙
522,CES2004,KMG,22:45,22:45,23:28,이륙
523,PAL493,CRK,22:50,22:50,23:08,이륙
524,KAL255,SEA,23:00,23:00,23:33,이륙
525,KAL373,PEN,23:05,23:05,23:23,이륙
526,UPS61,ANC,23:05,,,결항
527,KAL647,SIN,23:10,23:10,23:36,이륙
528,UPS99,ANC,23:10,23:10,23:25,이륙
529,KAL213,SFO,23:20,23:20,23:37,이륙
530,XAX509,KUL,23:20,23:20,23:42,이륙
531,KAL283,ORD,23:30,23:30,23:57,이륙
532,KAL361,HAN,23:30,23:30,23:31,이륙
533,KAL319,CAN,23:35,23:35,23:44,이륙
534,AAR3871,HAN,23:45,23:45,23:48,이륙
