지점,일시(UTC),기압(hPa),고도(gpm),기온(°C),이슬점온도(°C),풍향(deg),풍속(knot)
47102,2019-02-06 12:00,300,9010,-49.7,-55.7,255,124
47102,2019-02-06 12:00,400,7070,-34.7,-38,260,100
47102,2019-02-06 12:00,500,5480,-25.5,-28.1,265,81
47102,2019-02-06 12:00,700,2972,-9.9,-20.9,255,48
47102,2019-02-06 12:00,850,1447,0,-16,275,15
47102,2019-02-06 12:00,925,771,-2.5,-5.1,320,21
47102,2019-02-06 12:00,1000,148,.4,-2.9,345,16
47102,2019-02-07 00:00,10,30930,-36.1,-73.1,215,16
47102,2019-02-07 00:00,20,26210,-46.9,-80.9,245,39
47102,2019-02-07 00:00,30,23550,-49.7,-82.7,270,16
47102,2019-02-07 00:00,50,20310,-60.3,-89.3,270,70
47102,2019-02-07 00:00,70,18220,-60.7,-89.7,250,91
47102,2019-02-07 00:00,100,15960,-54.7,-85.7,265,90
47102,2019-02-07 00:00,150,13380,-53.9,-84.9,260,121
47102,2019-02-07 00:00,200,11550,-58.5,-88.5,260,111
47102,2019-02-07 00:00,250,10140,-56.3,-87.3,270,131
47102,2019-02-07 00:00,300,8970,-49.5,-77.5,260,145
47102,2019-02-07 00:00,400,7040,-36.3,-61.3,265,114
47102,2019-02-07 00:00,500,5450,-24.1,-65.1,285,104
47102,2019-02-07 00:00,700,2937,-11.9,-45.9,270,74
47102,2019-02-07 00:00,850,1456,-14.3,-30.3,315,36
47102,2019-02-07 00:00,925,814,-12.9,-18.9,345,36
47102,2019-02-07 00:00,1000,212,-6.9,-17.9,350,36
47102,2019-02-07 12:00,10,30820,-40.1,-76.1,315,14
47102,2019-02-07 12:00,20,26140,-46.5,-80.5,230,29
47102,2019-02-07 12:00,30,23490,-51.5,-83.5,240,42
47102,2019-02-07 12:00,50,20230,-59.5,-89.5,255,66
47102,2019-02-07 12:00,70,18110,-60.9,-89.9,280,101
47102,2019-02-07 12:00,100,15910,-59.9,-88.9,275,86
47102,2019-02-07 12:00,150,13350,-57.3,-87.3,280,120
47102,2019-02-07 12:00,200,11540,-58.3,-85.3,265,101
47102,2019-02-07 12:00,250,10150,-60.5,-79.5,275,136
47102,2019-02-07 12:00,300,9000,-53.1,-74.1,285,111
47102,2019-02-07 12:00,400,7080,-36.3,-49.3,275,102
47102,2019-02-07 12:00,500,5490,-23.9,-30.9,280,95
47102,2019-02-07 12:00,700,2964,-7.9,-36.9,305,61
47102,2019-02-07 12:00,850,1477,-14.7,-31.7,330,34
47102,2019-02-07 12:00,925,836,-14.7,-19,360,29
47102,2019-02-07 12:00,1000,240,-9.1,-19.1,335,27
47102,2019-02-08 00:00,10,30820,-43.7,-78.7,225,30
47102,2019-02-08 00:00,20,26120,-48.5,-81.5,245,45
47102,2019-02-08 00:00,30,23460,-50.7,-82.7,255,49
47102,2019-02-08 00:00,50,20220,-58.1,-88.1,275,71
47102,2019-02-08 00:00,70,18140,-62.5,-91.5,285,82
47102,2019-02-08 00:00,100,15920,-60.9,-89.9,280,91
47102,2019-02-08 00:00,150,13360,-56.5,-87.5,285,114
47102,2019-02-08 00:00,200,11540,-59.3,-89.3,265,100
47102,2019-02-08 00:00,250,10150,-61.1,-74.1,285,99
47102,2019-02-08 00:00,300,9000,-53.3,-64.3,280,108
47102,2019-02-08 00:00,400,7080,-35.3,-46.3,275,93
47102,2019-02-08 00:00,500,5480,-24.5,-28.9,280,66
47102,2019-02-08 00:00,700,2973,-11.5,-25.5,285,32
47102,2019-02-08 00:00,850,1482,-11.7,-39.7,5,17
47102,2019-02-08 00:00,925,834,-11.3,-43.3,10,21
47102,2019-02-08 00:00,1000,240,-10.5,-19.5,5,15
47102,2019-02-08 12:00,10,30790,-39.7,-75.7,150,13
47102,2019-02-08 12:00,20,26110,-47.7,-80.7,280,35
47102,2019-02-08 12:00,30,23440,-51.9,-83.9,250,57
47102,2019-02-08 12:00,50,20180,-59.7,-89.7,270,68
47102,2019-02-08 12:00,70,18110,-62.3,-91.3,280,74
47102,2019-02-08 12:00,100,15910,-60.5,-89.5,280,94
47102,2019-02-08 12:00,150,13370,-56.9,-86.9,280,132
47102,2019-02-08 12:00,200,11550,-61.9,-71.9,280,123
47102,2019-02-08 12:00,250,10170,-57.9,-64.9,275,156
47102,2019-02-08 12:00,300,8990,-47.9,-54.9,270,140
47102,2019-02-08 12:00,400,7050,-34.7,-42.7,275,110
47102,2019-02-08 12:00,500,5450,-25.7,-28.9,280,85
47102,2019-02-08 12:00,700,2950,-14.3,-14.4,270,42
47102,2019-02-08 12:00,850,1474,-10.3,-41.3,305,11
47102,2019-02-08 12:00,925,822,-11.3,-23.3,325,22
47102,2019-02-08 12:00,1000,221,-7.1,-13.1,325,16
47102,2019-02-09 00:00,10,30800,-36.3,-73.3,235,4
47102,2019-02-09 00:00,20,26120,-46.3,-80.3,220,32
47102,2019-02-09 00:00,30,23460,-53.1,-85.1,260,31
47102,2019-02-09 00:00,50,20220,-59.5,-89.5,275,68
47102,2019-02-09 00:00,70,18160,-65.7,-93.7,280,87
47102,2019-02-09 00:00,100,15990,-62.3,-91.3,280,98
47102,2019-02-09 00:00,150,13420,-53.3,-85.3,285,131
47102,2019-02-09 00:00,200,11580,-52.7,-84.7,290,141
47102,2019-02-09 00:00,250,10150,-53.7,-84.7,290,140
47102,2019-02-09 00:00,300,8980,-50.1,-69.1,295,131
47102,2019-02-09 00:00,400,7030,-34.5,-49.5,285,117
47102,2019-02-09 00:00,500,5420,-21.5,-49.5,280,109
47102,2019-02-09 00:00,700,2932,-19.5,-39.5,335,33
47102,2019-02-09 00:00,850,1477,-15.1,-26.1,330,39
47102,2019-02-09 00:00,925,838,-13.9,-21.9,340,29
47102,2019-02-09 00:00,1000,239,-7.9,-18.9,340,30
47102,2019-02-09 12:00,20,26110,-52.9,-84.9,255,50
47102,2019-02-09 12:00,30,23480,-53.9,-84.9,245,50
47102,2019-02-09 12:00,50,20270,-62.3,-91.3,275,68
47102,2019-02-09 12:00,70,18220,-69.7,-96.7,285,111
47102,2019-02-09 12:00,100,16060,-61.9,-90.9,280,99
47102,2019-02-09 12:00,150,13530,-59.7,-89.7,285,172
47102,2019-02-09 12:00,200,11720,-54.3,-85.3,285,160
47102,2019-02-09 12:00,250,10290,-52.5,-62.5,280,153
47102,2019-02-09 12:00,300,9100,-44.7,-55.7,275,129
47102,2019-02-09 12:00,400,7110,-30.7,-48.7,295,108
47102,2019-02-09 12:00,500,5500,-23.3,-26.6,285,71
47102,2019-02-09 12:00,700,2992,-14.3,-51.3,295,31
47102,2019-02-09 12:00,850,1506,-10.9,-37.9,335,24
47102,2019-02-09 12:00,925,860,-12.7,-16.7,350,19
47102,2019-02-09 12:00,1000,259,-6.9,-16.9,10,20
47102,2019-02-10 00:00,10,30810,-39.9,-75.9,195,19
47102,2019-02-10 00:00,20,26150,-49.3,-82.3,235,32
47102,2019-02-10 00:00,30,23490,-52.7,-84.7,265,36
47102,2019-02-10 00:00,50,20290,-64.3,-92.3,280,51
47102,2019-02-10 00:00,70,18240,-67.1,-94.1,275,108
47102,2019-02-10 00:00,100,16090,-65.3,-93.3,270,90
47102,2019-02-10 00:00,150,13580,-58.9,-88.9,275,155
47102,2019-02-10 00:00,200,11760,-54.1,-85.1,275,179
47102,2019-02-10 00:00,250,10320,-51.7,-60.7,265,144
47102,2019-02-10 00:00,300,9120,-43.5,-51.5,270,129
47102,2019-02-10 00:00,400,7130,-32.3,-37.3,285,84
47102,2019-02-10 00:00,500,5520,-20.1,-38.1,285,71
47102,2019-02-10 00:00,700,2999,-13.9,-50.9,285,29
47102,2019-02-10 00:00,850,1516,-10.7,-38.7,330,14
47102,2019-02-10 00:00,925,866,-11.5,-26.5,335,16
47102,2019-02-10 00:00,1000,267,-8.3,-16.3,20,11
47102,2019-02-10 12:00,10,30830,-40.1,-76.1,160,16
47102,2019-02-10 12:00,20,26180,-47.9,-80.9,270,34
47102,2019-02-10 12:00,30,23530,-52.7,-84.7,265,45
47102,2019-02-10 12:00,50,20320,-61.1,-90.1,265,32
47102,2019-02-10 12:00,70,18250,-66.5,-94.5,265,99
47102,2019-02-10 12:00,100,16080,-63.9,-91.9,270,104
47102,2019-02-10 12:00,150,13570,-57.3,-87.3,270,154
47102,2019-02-10 12:00,200,11730,-50.9,-82.9,265,181
47102,2019-02-10 12:00,250,10270,-49.1,-82.1,265,184
47102,2019-02-10 12:00,300,9070,-48.3,-55.3,270,112
47102,2019-02-10 12:00,400,7100,-30.9,-37.9,265,103
47102,2019-02-10 12:00,500,5480,-21.7,-23,260,71
47102,2019-02-10 12:00,700,2984,-14.5,-16.2,275,19
47102,2019-02-10 12:00,850,1509,-11.7,-36.7,305,13
47102,2019-02-10 12:00,925,865,-11.1,-17.1,335,19
47102,2019-02-10 12:00,1000,260,-5.3,-17.3,330,17
47102,2019-02-11 00:00,10,30870,-39.1,-75.1,155,21
47102,2019-02-11 00:00,20,26210,-47.9,-80.9,220,39
47102,2019-02-11 00:00,30,23590,-54.9,-85.9,265,32
47102,2019-02-11 00:00,50,20330,-59.1,-89.1,250,54
47102,2019-02-11 00:00,70,18250,-64.9,-92.9,260,98
47102,2019-02-11 00:00,100,16070,-63.1,-92.1,260,105
47102,2019-02-11 00:00,150,13520,-54.1,-85.1,265,132
47102,2019-02-11 00:00,200,11670,-53.9,-84.9,265,167
47102,2019-02-11 00:00,250,10230,-49.7,-82.7,265,164
47102,2019-02-11 00:00,300,9020,-46.1,-67.1,270,158
47102,2019-02-11 00:00,400,7060,-33.7,-59.7,275,108
47102,2019-02-11 00:00,500,5470,-26.1,-51.1,275,77
47102,2019-02-11 00:00,700,2982,-18.1,-25.1,285,36
47102,2019-02-11 00:00,850,1514,-13.9,-23.9,305,32
47102,2019-02-11 00:00,925,869,-9.9,-17.9,320,18
47102,2019-02-11 00:00,1000,261,-4.1,-17.1,305,15
47102,2019-02-11 12:00,10,30800,-38.1,-74.1,200,17
47102,2019-02-11 12:00,20,26170,-47.9,-80.9,270,23
47102,2019-02-11 12:00,30,23540,-56.7,-86.7,245,46
47102,2019-02-11 12:00,50,20280,-61.3,-90.3,230,65
47102,2019-02-11 12:00,70,18200,-65.1,-93.1,270,92
47102,2019-02-11 12:00,100,16010,-61.1,-90.1,260,102
47102,2019-02-11 12:00,150,13460,-56.3,-87.3,265,138
47102,2019-02-11 12:00,200,11620,-56.5,-87.5,265,133
47102,2019-02-11 12:00,250,10200,-54.3,-85.3,265,134
47102,2019-02-11 12:00,300,9020,-49.5,-82.5,270,119
47102,2019-02-11 12:00,400,7090,-36.7,-73.7,275,100
47102,2019-02-11 12:00,500,5510,-27.3,-67.3,280,76
47102,2019-02-11 12:00,700,3013,-11.5,-57.5,290,52
47102,2019-02-11 12:00,850,1539,-11.7,-57.7,285,29
47102,2019-02-11 12:00,925,887,-7.5,-54.5,270,14
47102,2019-02-11 12:00,1000,275,-2.7,-51.7,215,3
47102,2019-02-12 00:00,10,30750,-36.9,-73.9,180,21
47102,2019-02-12 00:00,20,26100,-49.9,-82.9,240,33
47102,2019-02-12 00:00,30,23470,-53.7,-84.7,250,49
47102,2019-02-12 00:00,50,20260,-60.3,-89.3,280,75
47102,2019-02-12 00:00,70,18200,-63.7,-91.7,275,101
47102,2019-02-12 00:00,100,16000,-60.7,-89.7,270,94
47102,2019-02-12 00:00,150,13450,-58.7,-88.7,270,134
47102,2019-02-12 00:00,200,11640,-57.9,-87.9,270,154
47102,2019-02-12 00:00,250,10230,-55.7,-86.7,270,138
47102,2019-02-12 00:00,300,9050,-50.5,-63.5,275,136
47102,2019-02-12 00:00,400,7120,-38.1,-55.1,270,91
47102,2019-02-12 00:00,500,5550,-25.5,-37.5,280,79
47102,2019-02-12 00:00,700,3039,-14.9,-23.9,285,44
47102,2019-02-12 00:00,850,1558,-11.9,-25.9,280,15
47102,2019-02-12 00:00,925,906,-7.9,-22.9,350,8
47102,2019-02-12 00:00,1000,296,-3.3,-6.9,35,9
47102,2019-02-12 12:00,10,30740,-39.3,-75.3,235,14
47102,2019-02-12 12:00,20,26100,-47.3,-80.3,250,43
47102,2019-02-12 12:00,30,23500,-58.9,-88.9,280,59
47102,2019-02-12 12:00,50,20290,-61.9,-90.9,275,57
47102,2019-02-12 12:00,70,18230,-63.3,-91.3,275,85
47102,2019-02-12 12:00,100,16030,-61.3,-90.3,270,121
47102,2019-02-12 12:00,150,13490,-56.9,-86.9,270,131
47102,2019-02-12 12:00,200,11660,-56.1,-87.1,265,149
47102,2019-02-12 12:00,250,10240,-54.1,-66.1,260,148
47102,2019-02-12 12:00,300,9070,-48.3,-57.3,260,131
47102,2019-02-12 12:00,400,7110,-34.3,-54.3,270,104
47102,2019-02-12 12:00,500,5520,-26.1,-44.1,270,77
47102,2019-02-12 12:00,700,3028,-13.9,-17,280,43
47102,2019-02-12 12:00,850,1552,-11.3,-26.3,295,13
47102,2019-02-12 12:00,925,899,-7.5,-20.5,345,12
47102,2019-02-12 12:00,1000,290,-4.5,-16.5,360,11
47102,2019-02-13 00:00,100,,,,,
47102,2019-02-13 00:00,200,11620,-54.3,-85.3,270,143
47102,2019-02-13 00:00,250,10190,-56.1,-87.1,270,118
47102,2019-02-13 00:00,300,9020,-51.3,-77.3,285,115
47102,2019-02-13 00:00,400,7100,-37.3,-49.3,280,100
47102,2019-02-13 00:00,500,5520,-25.1,-47.1,285,84
47102,2019-02-13 00:00,700,3016,-14.5,-38.5,280,38
47102,2019-02-13 00:00,850,1545,-12.3,-14.3,305,32
47102,2019-02-13 00:00,925,896,-9.5,-14.5,320,21
47102,2019-02-13 00:00,1000,289,-4.9,-13.9,340,17
47102,2019-02-13 12:00,10,30710,-41.3,-76.3,250,22
47102,2019-02-13 12:00,20,26080,-53.1,-85.1,250,40
47102,2019-02-13 12:00,30,23490,-58.1,-88.1,265,35
47102,2019-02-13 12:00,50,20330,-67.3,-94.3,275,51
47102,2019-02-13 12:00,70,18270,-63.7,-91.7,285,66
47102,2019-02-13 12:00,100,16060,-58.3,-88.3,265,108
47102,2019-02-13 12:00,150,13510,-55.9,-86.9,270,125
47102,2019-02-13 12:00,200,11670,-56.3,-87.3,270,131
47102,2019-02-13 12:00,250,10260,-56.9,-67.9,270,139
47102,2019-02-13 12:00,300,9090,-49.7,-57.7,265,115
47102,2019-02-13 12:00,400,7140,-35.5,-41.5,275,88
47102,2019-02-13 12:00,500,5550,-24.3,-46.3,290,67
47102,2019-02-13 12:00,700,3019,-9.1,-33.1,305,49
47102,2019-02-13 12:00,850,1534,-13.3,-32.3,340,17
47102,2019-02-13 12:00,925,885,-10.5,-28.5,350,16
47102,2019-02-13 12:00,1000,281,-5.7,-19.7,355,17
47102,2019-02-14 00:00,10,30680,-33.9,-71.9,270,21
47102,2019-02-14 00:00,20,26070,-50.9,-82.9,265,29
47102,2019-02-14 00:00,30,23480,-58.1,-88.1,230,26
47102,2019-02-14 00:00,50,20330,-64.1,-92.1,290,45
47102,2019-02-14 00:00,70,18270,-61.1,-90.1,260,63
47102,2019-02-14 00:00,100,16030,-58.3,-88.3,260,101
47102,2019-02-14 00:00,150,13480,-55.5,-86.5,255,108
47102,2019-02-14 00:00,200,11630,-55.1,-86.1,265,100
47102,2019-02-14 00:00,250,10220,-56.1,-72.1,270,77
47102,2019-02-14 00:00,300,9050,-52.3,-62.3,270,67
47102,2019-02-14 00:00,400,7130,-37.9,-43.9,275,42
47102,2019-02-14 00:00,500,5560,-26.5,-32.5,285,28
47102,2019-02-14 00:00,700,3038,-10.1,-27.1,305,28
47102,2019-02-14 00:00,850,1536,-10.3,-35.3,310,11
47102,2019-02-14 00:00,925,887,-10.5,-35.5,15,15
47102,2019-02-14 00:00,1000,283,-6.3,-22.3,15,8
47102,2019-02-14 12:00,30,23410,-62.5,-91.5,265,44
47102,2019-02-14 12:00,50,20270,-62.9,-91.9,240,33
47102,2019-02-14 12:00,70,18180,-60.9,-89.9,270,57
47102,2019-02-14 12:00,100,15960,-61.9,-90.9,270,102
47102,2019-02-14 12:00,150,13430,-56.7,-86.7,260,98
47102,2019-02-14 12:00,200,11610,-59.7,-73.7,275,113
47102,2019-02-14 12:00,250,10230,-61.3,-69.3,270,120
47102,2019-02-14 12:00,300,9070,-50.3,-58.3,270,120
47102,2019-02-14 12:00,400,7130,-35.7,-43.7,270,76
47102,2019-02-14 12:00,500,5540,-23.5,-24.5,265,61
47102,2019-02-14 12:00,700,3011,-11.5,-12.4,245,14
47102,2019-02-14 12:00,850,1507,-8.5,-43.5,285,10
47102,2019-02-14 12:00,925,850,-6.3,-37.3,160,6
47102,2019-02-14 12:00,1000,238,-3.5,-12.5,305,15
47102,2019-02-15 00:00,10,30660,-38.7,-74.7,245,39
47102,2019-02-15 00:00,20,26030,-51.1,-83.1,240,17
47102,2019-02-15 00:00,30,23440,-57.5,-87.5,270,36
47102,2019-02-15 00:00,50,20260,-62.9,-91.9,250,40
47102,2019-02-15 00:00,70,18180,-61.9,-90.9,270,75
47102,2019-02-15 00:00,100,15970,-61.3,-90.3,265,98
47102,2019-02-15 00:00,150,13420,-56.3,-87.3,265,113
47102,2019-02-15 00:00,200,11590,-57.3,-87.3,270,109
47102,2019-02-15 00:00,250,10180,-56.7,-78.7,265,136
47102,2019-02-15 00:00,300,9010,-48.5,-65.5,260,151
47102,2019-02-15 00:00,400,7050,-32.7,-52.7,265,135
47102,2019-02-15 00:00,500,5450,-24.3,-45.3,270,106
47102,2019-02-15 00:00,700,2967,-15.7,-20.4,255,45
47102,2019-02-15 00:00,850,1485,-8.9,-12.2,265,24
47102,2019-02-15 00:00,925,827,-5.9,-11.9,255,21
47102,2019-02-15 00:00,1000,212,-2.3,-8.3,210,8
47102,2019-02-15 12:00,10,30650,-29.9,-68.9,210,30
47102,2019-02-15 12:00,20,26010,-53.5,-84.5,250,35
47102,2019-02-15 12:00,30,23430,-56.5,-87.5,255,26
47102,2019-02-15 12:00,50,20240,-63.3,-91.3,255,43
47102,2019-02-15 12:00,70,18160,-62.9,-91.9,260,84
47102,2019-02-15 12:00,100,15960,-62.1,-91.1,275,96
47102,2019-02-15 12:00,150,13420,-57.1,-87.1,265,96
47102,2019-02-15 12:00,200,11580,-57.1,-85.1,270,110
47102,2019-02-15 12:00,250,10180,-57.3,-70.3,260,136
47102,2019-02-15 12:00,300,9000,-48.9,-67.9,260,124
47102,2019-02-15 12:00,400,7050,-34.7,-39.7,265,112
47102,2019-02-15 12:00,500,5460,-22.9,-44.9,270,101
47102,2019-02-15 12:00,700,2942,-12.3,-30.3,275,47
47102,2019-02-15 12:00,850,1459,-13.1,-15.3,310,23
47102,2019-02-15 12:00,925,810,-8.5,-14.5,315,24
47102,2019-02-15 12:00,1000,198,-2.3,-12.3,320,19
47102,2019-02-16 00:00,10,30360,-51.5,-83.5,270,23
47102,2019-02-16 00:00,20,25940,-57.1,-87.1,280,35
47102,2019-02-16 00:00,30,23410,-59.9,-89.9,260,59
47102,2019-02-16 00:00,50,20270,-61.9,-90.9,265,80
47102,2019-02-16 00:00,70,18190,-60.7,-89.7,270,92
47102,2019-02-16 00:00,100,15950,-57.7,-87.7,270,93
47102,2019-02-16 00:00,150,13380,-56.5,-87.5,270,106
47102,2019-02-16 00:00,200,11560,-56.5,-87.5,270,127
47102,2019-02-16 00:00,250,10120,-53.1,-85.1,270,133
47102,2019-02-16 00:00,300,8940,-49.1,-82.1,275,138
47102,2019-02-16 00:00,400,7000,-37.5,-58.5,280,100
47102,2019-02-16 00:00,500,5430,-29.1,-54.1,295,70
47102,2019-02-16 00:00,700,2955,-14.1,-36.1,330,27
47102,2019-02-16 00:00,850,1471,-13.3,-22.3,340,28
47102,2019-02-16 00:00,925,826,-10.7,-13.7,340,24
47102,2019-02-16 00:00,1000,220,-4.9,-12.9,330,20
47102,2019-02-16 12:00,100,,,,,
47102,2019-02-16 12:00,200,11560,-57.7,-87.7,275,110
47102,2019-02-16 12:00,250,10160,-56.9,-78.9,275,127
47102,2019-02-16 12:00,300,8980,-48.5,-81.5,275,127
47102,2019-02-16 12:00,400,7030,-33.7,-50.7,285,119
47102,2019-02-16 12:00,500,5440,-28.3,-45.3,290,74
47102,2019-02-16 12:00,700,2968,-15.3,-38.3,290,31
47102,2019-02-16 12:00,850,1483,-9.5,-26.5,320,23
47102,2019-02-16 12:00,925,828,-9.3,-15.3,320,19
47102,2019-02-16 12:00,1000,219,-3.3,-14.3,320,18
47102,2019-02-17 00:00,10,30780,-27.9,-67.9,205,11
47102,2019-02-17 00:00,20,26060,-48.1,-81.1,210,16
47102,2019-02-17 00:00,30,23430,-57.9,-87.9,265,51
47102,2019-02-17 00:00,50,20270,-62.1,-91.1,270,55
47102,2019-02-17 00:00,70,18200,-60.5,-89.5,280,71
47102,2019-02-17 00:00,100,15970,-58.9,-88.9,275,85
47102,2019-02-17 00:00,150,13430,-57.7,-87.7,285,94
47102,2019-02-17 00:00,200,11610,-57.7,-87.7,280,102
47102,2019-02-17 00:00,250,10190,-55.3,-86.3,280,91
47102,2019-02-17 00:00,300,9020,-49.9,-75.9,285,102
47102,2019-02-17 00:00,400,7080,-34.9,-43.9,295,89
47102,2019-02-17 00:00,500,5490,-25.9,-64.9,300,53
47102,2019-02-17 00:00,700,2997,-13.3,-42.3,340,14
47102,2019-02-17 00:00,850,1500,-7.7,-26.7,335,21
47102,2019-02-17 00:00,925,845,-7.9,-14.9,330,16
47102,2019-02-17 00:00,1000,232,-1.9,-12.9,335,16
47102,2019-02-17 12:00,10,30790,-29.9,-68.9,75,28
47102,2019-02-17 12:00,20,26070,-47.9,-80.9,270,36
47102,2019-02-17 12:00,30,23450,-55.7,-86.7,275,52
47102,2019-02-17 12:00,50,20260,-62.5,-91.5,265,49
47102,2019-02-17 12:00,70,18180,-63.9,-91.9,265,80
47102,2019-02-17 12:00,100,16000,-64.5,-92.5,275,100
47102,2019-02-17 12:00,150,13500,-59.1,-89.1,280,110
47102,2019-02-17 12:00,200,11690,-60.5,-81.5,280,108
47102,2019-02-17 12:00,250,10300,-55.7,-80.7,275,95
47102,2019-02-17 12:00,300,9120,-49.5,-59.5,285,98
47102,2019-02-17 12:00,400,7160,-33.3,-49.3,290,71
47102,2019-02-17 12:00,500,5560,-21.3,-36.3,290,58
47102,2019-02-17 12:00,700,3021,-10.1,-36.1,315,15
47102,2019-02-17 12:00,850,1510,-5.1,-25.1,310,9
47102,2019-02-17 12:00,925,843,-3.7,-25.7,315,15
47102,2019-02-17 12:00,1000,225,.2,-12.8,315,14
47102,2019-02-18 00:00,10,30870,-29.5,-68.5,25,5
47102,2019-02-18 00:00,20,26120,-49.3,-82.3,255,22
47102,2019-02-18 00:00,30,23480,-57.5,-87.5,255,47
47102,2019-02-18 00:00,50,20300,-62.5,-91.5,280,69
47102,2019-02-18 00:00,70,18270,-66.7,-93.7,260,83
47102,2019-02-18 00:00,100,16100,-63.3,-91.3,270,93
47102,2019-02-18 00:00,150,13590,-60.1,-89.1,270,118
47102,2019-02-18 00:00,200,11790,-61.9,-74.9,270,115
47102,2019-02-18 00:00,250,10400,-55.3,-66.3,270,106
47102,2019-02-18 00:00,300,9210,-45.3,-54.3,265,87
47102,2019-02-18 00:00,400,7230,-30.3,-34.8,270,57
47102,2019-02-18 00:00,500,5610,-19.7,-24.7,265,31
47102,2019-02-18 00:00,700,3036,-7.7,-40.7,255,10
47102,2019-02-18 00:00,850,1512,-3.5,-28.5,260,6
47102,2019-02-18 00:00,925,841,-3.5,-18.5,325,9
47102,2019-02-18 00:00,1000,222,.4,-9.6,115,3
47102,2019-02-18 12:00,50,20400,-62.7,-91.7,260,47
47102,2019-02-18 12:00,70,18360,-66.5,-89.5,270,74
47102,2019-02-18 12:00,100,16210,-67.7,-91.7,265,107
47102,2019-02-18 12:00,150,13700,-57.1,-69.1,265,131
47102,2019-02-18 12:00,200,11890,-61.9,-68.9,255,131
47102,2019-02-18 12:00,250,10480,-51.5,-58.5,245,119
47102,2019-02-18 12:00,300,9270,-42.3,-47.3,245,99
47102,2019-02-18 12:00,400,7260,-26.9,-29.4,250,71
47102,2019-02-18 12:00,500,5610,-16.1,-17.4,240,64
47102,2019-02-18 12:00,700,3009,-5.9,-6.3,245,34
47102,2019-02-18 12:00,850,1500,-6.7,-14.7,190,12
47102,2019-02-18 12:00,925,833,-2.1,-17.1,290,3
47102,2019-02-18 12:00,1000,211,1.2,-3.4,165,7
47102,2019-02-18 18:00,100,16420,-63.1,-92.1,245,131
47102,2019-02-18 18:00,150,13850,-51.5,-60.5,245,131
47102,2019-02-18 18:00,200,12020,-57.9,-63.9,235,122
47102,2019-02-18 18:00,250,10580,-46.9,-51.2,230,103
47102,2019-02-18 18:00,300,9340,-37.1,-39,235,93
47102,2019-02-18 18:00,400,7290,-22.3,-22.4,225,63
47102,2019-02-18 18:00,500,5610,-11.9,-12,240,52
47102,2019-02-18 18:00,700,2981,-8.1,-8.2,235,11
47102,2019-02-18 18:00,850,1469,-6.1,-6.2,250,2
47102,2019-02-18 18:00,925,814,,,,
47102,2019-02-18 18:00,1000,191,,,,
47102,2019-02-19 00:00,70,18390,-64.7,-92.7,265,97
47102,2019-02-19 00:00,100,16250,-66.5,-94.5,255,104
47102,2019-02-19 00:00,150,13700,-50.5,-82.5,250,104
47102,2019-02-19 00:00,200,11810,-48.3,-81.3,240,106
47102,2019-02-19 00:00,250,10350,-48.7,-81.7,235,102
47102,2019-02-19 00:00,300,9140,-45.3,-60.3,230,97
47102,2019-02-19 00:00,400,7170,-30.7,-33.4,220,82
47102,2019-02-19 00:00,500,5550,-18.7,-22.6,230,73
47102,2019-02-19 00:00,700,2962,-6.3,-6.4,240,34
47102,2019-02-19 00:00,850,1449,-6.7,-7.7,285,11
47102,2019-02-19 00:00,925,786,-4.9,-7.7,20,8
47102,2019-02-19 00:00,1000,169,-1.1,-4.7,35,10
47102,2019-02-19 12:00,10,30940,-35.5,-72.5,55,28
47102,2019-02-19 12:00,20,26260,-46.1,-80.1,355,29
47102,2019-02-19 12:00,30,23650,-58.1,-88.1,295,25
47102,2019-02-19 12:00,50,20490,-64.3,-92.3,290,35
47102,2019-02-19 12:00,70,18470,-67.1,-94.1,270,73
47102,2019-02-19 12:00,100,16290,-61.1,-90.1,260,68
47102,2019-02-19 12:00,150,13710,-50.3,-82.3,255,124
47102,2019-02-19 12:00,200,11800,-44.3,-78.3,255,115
47102,2019-02-19 12:00,250,10320,-46.5,-80.5,255,113
47102,2019-02-19 12:00,300,9100,-44.3,-61.3,260,116
47102,2019-02-19 12:00,400,7140,-32.1,-38.1,255,101
47102,2019-02-19 12:00,500,5530,-21.3,-34.3,260,75
47102,2019-02-19 12:00,700,2972,-9.1,-39.1,275,41
47102,2019-02-19 12:00,850,1470,-7.5,-9,285,24
47102,2019-02-19 12:00,925,808,-4.5,-6.6,295,14
47102,2019-02-19 12:00,1000,188,1,-4,295,17
47102,2019-02-20 00:00,100,,,,,
47102,2019-02-20 00:00,150,13730,-54.1,-85.1,260,117
47102,2019-02-20 00:00,200,11820,-42.3,-77.3,260,139
47102,2019-02-20 00:00,250,10290,-40.1,-76.1,265,129
47102,2019-02-20 00:00,300,9060,-40.9,-76.9,265,111
47102,2019-02-20 00:00,400,7090,-34.3,-56.3,270,105
47102,2019-02-20 00:00,500,5500,-24.9,-44.9,275,83
47102,2019-02-20 00:00,700,2979,-12.5,-36.5,305,40
47102,2019-02-20 00:00,850,1490,-9.1,-14.1,320,28
47102,2019-02-20 00:00,925,833,-5.5,-9,325,20
47102,2019-02-20 00:00,1000,215,.2,-6.8,305,17
47102,2019-02-20 12:00,50,20470,-65.5,-93.5,265,43
47102,2019-02-20 12:00,70,18410,-67.1,-94.1,255,62
47102,2019-02-20 12:00,100,16250,-62.7,-91.7,245,85
