Station,Time,Pressure,Altitude,Temperature,Dewpoint,WD,WS
47122,6/6/2020 0:00,150,13980,-56.3,-74.3,255,76
47122,6/6/2020 0:00,200,12140,-52.5,-67.5,245,99
47122,6/6/2020 0:00,250,10680,-46.7,-57.7,240,57
47122,6/6/2020 0:00,300,9450,-39.9,-59.9,255,44
47122,6/6/2020 0:00,400,7420,-24.5,-46.5,265,32
47122,6/6/2020 0:00,500,5760,-12.3,-39.3,290,16
47122,6/6/2020 0:00,700,3099,5.6,1,295,28
47122,6/6/2020 0:00,850,1474,17.6,-2.4,295,9
47122,6/6/2020 0:00,925,749,18.6,12.6,135,10
47122,6/6/2020 0:00,1000,77,21,13,50,3
47122,6/6/2020 12:00,10,31210,-42.7,-78.7,90,25
47122,6/6/2020 12:00,20,26630,-51.3,-84.3,65,26
47122,6/6/2020 12:00,30,24010,-52.7,-84.7,120,4
47122,6/6/2020 12:00,50,20770,-58.5,-89.5,90,2
47122,6/6/2020 12:00,70,18680,-62.9,-91.9,245,13
47122,6/6/2020 12:00,100,16480,-60.7,-90.7,275,46
47122,6/6/2020 12:00,150,13930,-57.3,-76.3,255,52
47122,6/6/2020 12:00,200,12110,-56.7,-70.7,250,55
47122,6/6/2020 12:00,250,10670,-50.7,-66.7,305,27
47122,6/6/2020 12:00,300,9460,-41.1,-59.1,15,53
47122,6/6/2020 12:00,400,7440,-24.3,-51.3,340,33
47122,6/6/2020 12:00,500,5770,-10.3,-43.3,345,33
47122,6/6/2020 12:00,700,3097,4.6,2.2,295,10
47122,6/6/2020 12:00,850,1478,15.8,11.6,130,9
47122,6/6/2020 12:00,925,752,20.8,13.8,285,3
47122,6/6/2020 12:00,1000,73,23.2,17.2,235,3
47122,6/7/2020 0:00,200,12160,-61.1,-73.1,360,28
47122,6/7/2020 0:00,250,10740,-50.5,-68.5,345,27
47122,6/7/2020 0:00,300,9520,-39.9,-58.9,320,23
47122,6/7/2020 0:00,400,7480,-22.7,-39.7,315,27
47122,6/7/2020 0:00,500,5800,-10.1,-24.1,330,24
47122,6/7/2020 0:00,700,3115,8.8,-25.2,325,13
47122,6/7/2020 0:00,850,1491,16,4,325,3
47122,6/7/2020 0:00,925,777,14.6,14,175,14
47122,6/7/2020 0:00,1000,112,18.4,15.4,275,2
47122,6/7/2020 12:00,10,31280,-42.5,-78.5,100,29
47122,6/7/2020 12:00,20,26670,-51.5,-84.5,60,27
47122,6/7/2020 12:00,30,24050,-54.1,-84.1,70,20
47122,6/7/2020 12:00,50,20800,-58.7,-83.7,360,10
47122,6/7/2020 12:00,70,18710,-63.3,-85.3,335,21
47122,6/7/2020 12:00,100,16510,-61.3,-78.3,325,45
47122,6/7/2020 12:00,150,13990,-58.9,-69.9,310,43
47122,6/7/2020 12:00,200,12180,-60.3,-67.3,310,30
47122,6/7/2020 12:00,250,10760,-50.5,-61.5,325,17
47122,6/7/2020 12:00,300,9550,-39.9,-55.9,325,13
47122,6/7/2020 12:00,400,7510,-22.1,-37.1,325,19
47122,6/7/2020 12:00,500,5830,-10.5,-27.5,310,17
47122,6/7/2020 12:00,700,3135,10.4,-5.6,325,9
47122,6/7/2020 12:00,850,1500,17,3,255,9
47122,6/7/2020 12:00,925,775,18.8,15.6,200,5
47122,6/7/2020 12:00,1000,102,21.2,16.6,300,6
47122,6/8/2020 0:00,70,18770,-65.7,-93.7,340,23
47122,6/8/2020 0:00,100,16600,-64.1,-90.1,325,37
47122,6/8/2020 0:00,150,14060,-57.1,-74.1,315,25
47122,6/8/2020 0:00,200,12250,-60.5,-73.5,5,8
47122,6/8/2020 0:00,250,10820,-49.9,-68.9,105,15
47122,6/8/2020 0:00,300,9600,-38.7,-61.7,150,17
47122,6/8/2020 0:00,400,7550,-21.5,-46.5,120,3
47122,6/8/2020 0:00,500,5860,-9.1,-27.1,260,1
47122,6/8/2020 0:00,700,3171,9.8,-3.2,30,4
47122,6/8/2020 0:00,850,1530,16.2,12.4,295,8
47122,6/8/2020 0:00,925,807,18.2,12.2,290,11
47122,6/8/2020 0:00,1000,137,19.2,15.3,60,3
47122,6/8/2020 12:00,20,26700,-50.9,-76.9,65,28
47122,6/8/2020 12:00,30,24090,-55.1,-79.1,75,14
47122,6/8/2020 12:00,50,20860,-61.3,-85.3,60,24
47122,6/8/2020 12:00,70,18790,-68.1,-96.1,355,21
47122,6/8/2020 12:00,100,16660,-66.9,-93.9,345,36
47122,6/8/2020 12:00,150,14150,-56.9,-76.9,345,59
47122,6/8/2020 12:00,200,12320,-51.5,-72.5,10,45
47122,6/8/2020 12:00,250,10860,-46.9,-69.9,5,23
47122,6/8/2020 12:00,300,9630,-37.5,-63.5,35,14
47122,6/8/2020 12:00,400,7580,-21.1,-49.1,125,9
47122,6/8/2020 12:00,500,5890,-7.7,-31.7,115,3
47122,6/8/2020 12:00,700,3190,10.6,-4.4,120,6
47122,6/8/2020 12:00,850,1543,19.4,5.4,190,8
47122,6/8/2020 12:00,925,813,22,15,240,7
47122,6/8/2020 12:00,1000,132,23.2,15.2,315,6
47122,6/9/2020 0:00,20,26730,-50.5,-79.5,95,14
47122,6/9/2020 0:00,30,24090,-54.9,-79.9,95,29
47122,6/9/2020 0:00,50,20870,-62.9,-80.9,35,16
47122,6/9/2020 0:00,70,18830,-71.7,-86.7,15,13
47122,6/9/2020 0:00,100,16700,-70.7,-84.7,325,38
47122,6/9/2020 0:00,150,14230,-60.1,-72.1,335,40
47122,6/9/2020 0:00,200,12410,-55.3,-62.3,345,42
47122,6/9/2020 0:00,250,10940,-42.3,-55.3,345,22
47122,6/9/2020 0:00,300,9670,-31.7,-59.7,330,17
47122,6/9/2020 0:00,400,7590,-18.9,-58.9,150,16
47122,6/9/2020 0:00,500,5890,-8.1,-36.1,170,10
47122,6/9/2020 0:00,700,3189,9.4,-5.6,145,14
47122,6/9/2020 0:00,850,1547,17.8,8.8,190,6
47122,6/9/2020 0:00,925,819,21.2,8.2,340,7
47122,6/9/2020 0:00,1000,141,22,13,140,3
47122,6/9/2020 12:00,10,31340,-39.3,-76.3,90,25
47122,6/9/2020 12:00,20,26700,-52.3,-77.3,100,26
47122,6/9/2020 12:00,30,24100,-55.9,-76.9,70,15
47122,6/9/2020 12:00,50,20870,-63.7,-77.7,15,16
47122,6/9/2020 12:00,70,18830,-69.9,-80.9,320,17
47122,6/9/2020 12:00,100,16730,-70.7,-79.7,320,24
47122,6/9/2020 12:00,150,14260,-61.1,-71.1,305,33
47122,6/9/2020 12:00,200,12440,-51.1,-56.1,300,40
47122,6/9/2020 12:00,250,10960,-40.9,-47.9,290,23
47122,6/9/2020 12:00,300,9690,-29.7,-42.7,275,15
47122,6/9/2020 12:00,400,7580,-16.7,-60.7,235,20
47122,6/9/2020 12:00,500,5880,-7.1,-40.1,195,14
47122,6/9/2020 12:00,700,3166,9.8,-12.2,200,14
47122,6/9/2020 12:00,850,1534,17.4,9.4,185,1
47122,6/9/2020 12:00,925,804,22.8,12.8,325,11
47122,6/9/2020 12:00,1000,119,26.2,11.2,295,9
47122,6/10/2020 0:00,10,31370,-40.9,-73.9,95,14
47122,6/10/2020 0:00,20,26720,-49.7,-74.7,105,10
47122,6/10/2020 0:00,30,24080,-53.7,-74.7,85,25
47122,6/10/2020 0:00,50,20870,-63.9,-78.9,175,4
47122,6/10/2020 0:00,70,18830,-70.9,-83.9,180,5
47122,6/10/2020 0:00,100,16720,-69.3,-83.3,290,26
47122,6/10/2020 0:00,150,14250,-59.3,-73.3,260,41
47122,6/10/2020 0:00,200,12410,-50.5,-61.5,265,48
47122,6/10/2020 0:00,250,10930,-41.5,-50.5,255,32
47122,6/10/2020 0:00,300,9660,-30.5,-35,255,32
47122,6/10/2020 0:00,400,7550,-17.3,-22.2,235,36
47122,6/10/2020 0:00,500,5840,-6.1,-54.1,230,17
47122,6/10/2020 0:00,700,3140,7.4,3,245,17
47122,6/10/2020 0:00,850,1510,15.2,11.5,200,6
47122,6/10/2020 0:00,925,783,20.8,13.8,160,7
47122,6/10/2020 0:00,1000,102,25.6,11.6,115,4
47122,6/10/2020 12:00,700,3093,7.4,5.8,265,7
47122,6/10/2020 12:00,850,1466,15.8,14.5,170,2
47122,6/10/2020 12:00,925,742,17.8,16.5,265,17
47122,6/10/2020 12:00,1000,67,23,18.8,270,5
47122,6/11/2020 0:00,20,26680,-50.5,-76.5,95,12
47122,6/11/2020 0:00,30,24060,-55.3,-77.3,95,19
47122,6/11/2020 0:00,50,20830,-62.7,-80.7,340,7
47122,6/11/2020 0:00,70,18770,-68.1,-86.1,245,18
47122,6/11/2020 0:00,100,16650,-69.3,-88.3,260,46
47122,6/11/2020 0:00,150,14160,-58.9,-75.9,260,79
47122,6/11/2020 0:00,200,12320,-50.1,-66.1,255,68
47122,6/11/2020 0:00,250,10850,-45.9,-57.9,275,32
47122,6/11/2020 0:00,300,9600,-34.5,-51.5,270,32
47122,6/11/2020 0:00,400,7520,-16.9,-34.9,265,43
47122,6/11/2020 0:00,500,5800,-4.7,-25.7,280,37
47122,6/11/2020 0:00,700,3074,10.2,2.2,310,12
47122,6/11/2020 0:00,850,1442,15.4,12.4,30,12
47122,6/11/2020 0:00,925,718,18.2,16.2,40,11
47122,6/11/2020 0:00,1000,42,,,,
47122,6/11/2020 12:00,10,31270,-39.1,-76.1,115,25
47122,6/11/2020 12:00,20,26650,-49.7,-82.7,110,20
47122,6/11/2020 12:00,30,24040,-56.1,-87.1,55,15
47122,6/11/2020 12:00,50,20820,-60.1,-83.1,0,0
47122,6/11/2020 12:00,70,18770,-68.3,-92.3,310,16
47122,6/11/2020 12:00,100,16640,-67.5,-88.5,300,49
47122,6/11/2020 12:00,150,14180,-59.7,-78.7,285,73
47122,6/11/2020 12:00,200,12340,-49.1,-65.1,290,80
47122,6/11/2020 12:00,250,10860,-42.7,-47.7,285,70
47122,6/11/2020 12:00,300,9600,-32.5,-37.2,270,49
47122,6/11/2020 12:00,400,7510,-17.3,-19.6,270,47
47122,6/11/2020 12:00,500,5800,-6.5,-18.5,260,31
47122,6/11/2020 12:00,700,3082,10.4,-30.6,250,9
47122,6/11/2020 12:00,850,1446,16.8,12.5,320,1
47122,6/11/2020 12:00,925,716,23.6,7.6,310,11
47122,6/11/2020 12:00,1000,34,,,,
47122,6/12/2020 12:00,100,16670,-69.5,-72.5,270,47
47122,6/12/2020 12:00,150,14200,-63.5,-66.6,280,93
47122,6/12/2020 12:00,200,12400,-52.1,-54.6,260,82
47122,6/12/2020 12:00,250,10910,-39.3,-42,250,74
47122,6/12/2020 12:00,300,9640,-28.7,-31,245,58
47122,6/12/2020 12:00,400,7510,-14.3,-15.3,255,60
47122,6/12/2020 12:00,500,5780,-4.9,-5.6,260,47
47122,6/12/2020 12:00,700,3079,6.6,6.3,260,17
47122,6/12/2020 12:00,850,1455,16.6,8.6,230,12
47122,6/12/2020 12:00,925,728,20.8,8.8,300,3
47122,6/12/2020 12:00,1000,49,22.6,21.8,325,2
47122,6/13/2020 0:00,10,31330,-37.9,-74.9,80,26
47122,6/13/2020 0:00,20,26680,-52.5,-84.5,85,18
47122,6/13/2020 0:00,30,24080,-55.9,-86.9,115,8
47122,6/13/2020 0:00,50,20850,-61.9,-91.9,355,8
47122,6/13/2020 0:00,70,18810,-69.9,-96.9,320,12
47122,6/13/2020 0:00,100,16680,-68.9,-85.9,285,46
47122,6/13/2020 0:00,150,14220,-60.9,-71.9,275,75
47122,6/13/2020 0:00,200,12400,-51.1,-57.1,265,100
47122,6/13/2020 0:00,250,10900,-39.5,-55.5,255,82
47122,6/13/2020 0:00,300,9620,-30.3,-36.3,260,73
47122,6/13/2020 0:00,400,7520,-16.7,-19.6,265,44
47122,6/13/2020 0:00,500,5810,-5.3,-43.3,275,17
47122,6/13/2020 0:00,700,3087,10.2,-16.8,85,3
47122,6/13/2020 0:00,850,1455,16.4,9.4,30,6
47122,6/13/2020 0:00,925,730,19.6,12.6,75,3
47122,6/13/2020 0:00,1000,53,24.6,20.7,75,2
47122,6/13/2020 12:00,70,18820,-69.1,-82.1,285,28
47122,6/13/2020 12:00,100,16700,-68.9,-80.9,265,49
47122,6/13/2020 12:00,150,14230,-61.5,-73.5,280,88
47122,6/13/2020 12:00,200,12400,-49.1,-60.1,270,97
47122,6/13/2020 12:00,250,10910,-38.7,-41.7,265,90
47122,6/13/2020 12:00,300,9630,-30.3,-38.3,255,77
47122,6/13/2020 12:00,400,7530,-15.5,-27.5,270,44
47122,6/13/2020 12:00,500,5810,-4.1,-9.1,265,32
47122,6/13/2020 12:00,700,3090,8.4,8,195,14
47122,6/13/2020 12:00,850,1453,16.8,15.4,190,13
47122,6/13/2020 12:00,925,723,21.4,18.9,220,8
47122,6/13/2020 12:00,1000,42,,,,
47122,6/14/2020 0:00,20,26760,-50.9,-83.9,110,25
47122,6/14/2020 0:00,30,24140,-54.1,-86.1,125,13
47122,6/14/2020 0:00,50,20890,-62.7,-91.7,85,12
47122,6/14/2020 0:00,70,18850,-71.7,-98.7,280,15
47122,6/14/2020 0:00,100,16710,-66.1,-94.1,290,44
47122,6/14/2020 0:00,150,14230,-61.5,-79.5,270,85
47122,6/14/2020 0:00,200,12400,-50.3,-68.3,250,96
47122,6/14/2020 0:00,250,10900,-37.1,-60.1,255,93
47122,6/14/2020 0:00,300,9620,-30.3,-32.9,245,84
47122,6/14/2020 0:00,400,7500,-15.7,-18.2,250,62
47122,6/14/2020 0:00,500,5790,-5.9,-10.3,250,48
47122,6/14/2020 0:00,700,3069,8.4,4.3,275,28
47122,6/14/2020 0:00,850,1434,16.8,12.9,295,15
47122,6/14/2020 0:00,925,709,18.8,16.7,295,7
47122,6/14/2020 0:00,1000,33,,,,
47122,6/14/2020 12:00,10,31360,-40.1,-76.1,80,21
47122,6/14/2020 12:00,20,26730,-50.7,-78.7,105,18
47122,6/14/2020 12:00,30,24100,-54.3,-78.3,90,20
47122,6/14/2020 12:00,50,20870,-61.7,-81.7,280,12
47122,6/14/2020 12:00,70,18820,-64.9,-82.9,315,12
47122,6/14/2020 12:00,100,16660,-65.9,-82.9,275,67
47122,6/14/2020 12:00,150,14160,-60.3,-75.3,265,101
47122,6/14/2020 12:00,200,12320,-48.5,-62.5,270,118
47122,6/14/2020 12:00,250,10820,-39.9,-49.9,255,126
47122,6/14/2020 12:00,300,9550,-30.9,-42.9,270,116
47122,6/14/2020 12:00,400,7460,-19.1,-34.1,275,91
47122,6/14/2020 12:00,500,5770,-9.5,-50.5,285,47
47122,6/14/2020 12:00,700,3077,11.2,-29.8,305,26
47122,6/14/2020 12:00,850,1447,15.2,4.2,275,25
47122,6/14/2020 12:00,925,725,18.2,14.6,270,22
47122,6/14/2020 12:00,1000,52,22.2,19.7,280,8
47122,6/15/2020 0:00,10,31340,-38.3,-74.3,70,19
47122,6/15/2020 0:00,20,26690,-48.3,-81.3,80,19
47122,6/15/2020 0:00,30,24070,-56.1,-87.1,50,17
47122,6/15/2020 0:00,50,20830,-59.5,-89.5,225,6
47122,6/15/2020 0:00,70,18780,-68.7,-95.7,225,26
47122,6/15/2020 0:00,100,16580,-59.5,-89.5,275,55
47122,6/15/2020 0:00,150,14050,-56.1,-87.1,270,111
47122,6/15/2020 0:00,200,12210,-56.3,-70.3,275,105
47122,6/15/2020 0:00,250,10750,-43.7,-60.7,270,107
47122,6/15/2020 0:00,300,9500,-32.7,-39.7,270,107
47122,6/15/2020 0:00,400,7430,-22.5,-64.5,280,70
47122,6/15/2020 0:00,500,5760,-11.9,-57.9,285,42
47122,6/15/2020 0:00,700,3087,6,-21,290,33
47122,6/15/2020 0:00,850,1471,15.6,1.6,335,13
47122,6/15/2020 0:00,925,751,18.8,4.8,295,15
47122,6/15/2020 0:00,1000,84,19.2,15.4,220,7
47122,6/15/2020 12:00,10,31260,-39.9,-75.9,85,29
47122,6/15/2020 12:00,20,26650,-49.1,-82.1,75,26
47122,6/15/2020 12:00,30,24030,-54.3,-85.3,75,14
47122,6/15/2020 12:00,50,20790,-60.5,-89.5,335,11
47122,6/15/2020 12:00,70,18720,-64.3,-92.3,315,23
47122,6/15/2020 12:00,100,,,,,
47122,6/15/2020 12:00,150,14050,-56.3,-87.3,295,88
47122,6/15/2020 12:00,200,12210,-51.7,-83.7,290,127
47122,6/15/2020 12:00,250,10740,-42.5,-48.5,290,120
47122,6/15/2020 12:00,300,9480,-32.5,-36.7,275,97
47122,6/15/2020 12:00,400,7410,-22.5,-64.5,290,57
47122,6/15/2020 12:00,500,5730,-10.1,-56.1,295,46
47122,6/15/2020 12:00,700,3068,3.2,-6.8,295,35
47122,6/15/2020 12:00,850,1456,14.8,2.8,280,29
47122,6/15/2020 12:00,925,737,17.6,2.6,275,22
47122,6/15/2020 12:00,1000,66,22.4,10.4,245,11
47122,6/16/2020 0:00,10,31280,-40.7,-76.7,110,29
47122,6/16/2020 0:00,20,26650,-48.5,-81.5,120,22
47122,6/16/2020 0:00,30,24020,-54.1,-85.1,95,23
47122,6/16/2020 0:00,50,20790,-60.7,-89.7,25,11
47122,6/16/2020 0:00,70,18730,-65.5,-93.5,305,31
47122,6/16/2020 0:00,100,16550,-64.7,-92.7,305,55
47122,6/16/2020 0:00,150,14030,-55.1,-86.1,295,95
47122,6/16/2020 0:00,200,12170,-49.9,-82.9,305,97
47122,6/16/2020 0:00,250,10700,-48.1,-63.1,295,85
47122,6/16/2020 0:00,300,9470,-36.9,-47.9,300,75
47122,6/16/2020 0:00,400,7410,-23.7,-56.7,300,53
47122,6/16/2020 0:00,500,5740,-10.1,-45.1,310,41
47122,6/16/2020 0:00,700,3063,6.8,-12.2,330,19
47122,6/16/2020 0:00,850,1450,13.8,0.8,310,16
47122,6/16/2020 0:00,925,738,14.2,9.2,285,2
47122,6/16/2020 0:00,1000,74,20.4,9.4,190,4
47122,6/16/2020 12:00,20,26690,-49.1,-82.1,170,11
47122,6/16/2020 12:00,30,24050,-52.5,-84.5,60,21
47122,6/16/2020 12:00,50,20810,-59.9,-88.9,20,5
47122,6/16/2020 12:00,70,18750,-66.7,-93.7,340,27
47122,6/16/2020 12:00,100,16600,-67.5,-94.5,310,57
47122,6/16/2020 12:00,150,14120,-60.7,-89.7,310,97
47122,6/16/2020 12:00,200,12300,-51.1,-61.1,300,128
47122,6/16/2020 12:00,250,10810,-38.9,-42.6,290,118
47122,6/16/2020 12:00,300,9530,-29.9,-33.2,295,104
47122,6/16/2020 12:00,400,7450,-18.7,-18.8,300,53
47122,6/16/2020 12:00,500,5760,-10.1,-56.1,300,25
47122,6/16/2020 12:00,700,3081,7,-24,355,8
47122,6/16/2020 12:00,850,1461,14.8,6.8,145,4
47122,6/16/2020 12:00,925,738,20,13,215,9
47122,6/16/2020 12:00,1000,61,23.8,13.8,265,6
47122,6/17/2020 0:00,20,26740,-49.3,-82.3,70,11
47122,6/17/2020 0:00,30,24090,-50.5,-82.5,75,21
47122,6/17/2020 0:00,50,20850,-60.1,-89.1,20,12
47122,6/17/2020 0:00,70,18780,-65.5,-93.5,340,26
47122,6/17/2020 0:00,100,16640,-67.1,-94.1,305,59
47122,6/17/2020 0:00,150,14150,-60.1,-89.1,300,93
47122,6/17/2020 0:00,200,12320,-51.9,-63.9,285,102
47122,6/17/2020 0:00,250,10830,-38.7,-43.7,290,97
47122,6/17/2020 0:00,300,9560,-30.9,-35.9,300,81
47122,6/17/2020 0:00,400,7470,-16.7,-44.7,290,45
47122,6/17/2020 0:00,500,5760,-8.7,-21.7,290,22
47122,6/17/2020 0:00,700,3077,7.4,-30.6,265,10
47122,6/17/2020 0:00,850,1456,14.8,0.8,260,5
47122,6/17/2020 0:00,925,737,18,8,190,11
47122,6/17/2020 0:00,1000,65,22.2,12.2,155,5
47122,6/17/2020 12:00,50,20850,-60.3,-89.3,15,11
47122,6/17/2020 12:00,70,18800,-68.7,-95.7,350,28
47122,6/17/2020 12:00,100,16680,-67.1,-94.1,295,45
47122,6/17/2020 12:00,150,14210,-61.1,-73.1,305,88
47122,6/17/2020 12:00,200,12390,-50.1,-57.1,280,90
47122,6/17/2020 12:00,250,10890,-36.9,-40.3,275,83
47122,6/17/2020 12:00,300,9610,-27.5,-29.4,280,72
47122,6/17/2020 12:00,400,7480,-14.1,-15.5,270,47
47122,6/17/2020 12:00,500,5760,-7.1,-20.1,275,9
47122,6/17/2020 12:00,700,3069,8.2,-35.8,20,5
47122,6/17/2020 12:00,850,1451,14,4,195,3
47122,6/17/2020 12:00,925,732,17.6,14.1,240,10
47122,6/17/2020 12:00,1000,60,21.6,15.6,260,7
47122,6/18/2020 0:00,20,26780,-47.7,-80.7,115,16
47122,6/18/2020 0:00,30,24120,-51.5,-83.5,90,23
47122,6/18/2020 0:00,50,20870,-61.1,-90.1,80,10
47122,6/18/2020 0:00,70,18820,-68.1,-95.1,305,20
47122,6/18/2020 0:00,100,16690,-69.7,-96.7,295,55
47122,6/18/2020 0:00,150,14220,-60.5,-89.5,285,93
47122,6/18/2020 0:00,200,12390,-49.3,-59.3,255,97
47122,6/18/2020 0:00,250,10880,-35.9,-41.9,255,88
47122,6/18/2020 0:00,300,9590,-26.3,-28.9,260,76
47122,6/18/2020 0:00,400,7460,-13.5,-17,270,48
47122,6/18/2020 0:00,500,5730,-5.5,-6.3,260,21
47122,6/18/2020 0:00,700,3046,6,-12,80,14
47122,6/18/2020 0:00,850,1429,14,2,85,8
47122,6/18/2020 0:00,925,712,16.4,5.4,50,8
47122,6/18/2020 0:00,1000,,,,,
47122,6/18/2020 12:00,10,31340,-40.7,-76.7,90,35
47122,6/18/2020 12:00,20,26720,-49.3,-82.3,100,20
47122,6/18/2020 12:00,30,24090,-53.9,-84.9,60,10
47122,6/18/2020 12:00,50,20860,-61.3,-90.3,345,9
47122,6/18/2020 12:00,70,18810,-67.7,-94.7,305,12
47122,6/18/2020 12:00,100,16670,-66.7,-93.7,275,49
47122,6/18/2020 12:00,150,14180,-57.7,-87.7,265,88
47122,6/18/2020 12:00,200,12320,-46.3,-80.3,265,97
47122,6/18/2020 12:00,250,10810,-36.1,-73.1,260,97
47122,6/18/2020 12:00,300,9520,-29.3,-66.3,255,98
47122,6/18/2020 12:00,400,7430,-17.5,-17.6,255,42
47122,6/18/2020 12:00,500,5720,-7.3,-7.5,295,24
47122,6/18/2020 12:00,700,3038,6.6,-23.4,75,17
47122,6/18/2020 12:00,850,1422,13.8,12.3,85,18
47122,6/18/2020 12:00,925,703,18.4,12.4,65,8
47122,6/18/2020 12:00,1000,,,,,
47122,6/19/2020 0:00,10,31390,-38.9,-74.9,80,36
47122,6/19/2020 0:00,20,26750,-48.5,-81.5,95,17
47122,6/19/2020 0:00,30,24100,-52.7,-84.7,95,15
47122,6/19/2020 0:00,50,20850,-61.1,-90.1,25,5
47122,6/19/2020 0:00,70,18780,-65.1,-93.1,285,20
47122,6/19/2020 0:00,100,16620,-65.5,-93.5,260,49
47122,6/19/2020 0:00,150,14070,-50.7,-82.7,260,66
47122,6/19/2020 0:00,200,12170,-43.7,-78.7,260,69
47122,6/19/2020 0:00,250,10660,-42.3,-77.3,280,41
47122,6/19/2020 0:00,300,9420,-38.7,-47.7,350,19
47122,6/19/2020 0:00,400,7370,-21.7,-26.7,330,21
47122,6/19/2020 0:00,500,5700,-12.9,-13,5,12
47122,6/19/2020 0:00,700,3050,2.6,-1.1,65,20
47122,6/19/2020 0:00,850,1446,11.6,11.4,360,9
47122,6/19/2020 0:00,925,730,16.2,11.2,40,11
47122,6/19/2020 0:00,1000,61,21.2,16.6,325,7
47122,6/19/2020 12:00,10,31330,-41.7,-76.7,65,22
47122,6/19/2020 12:00,20,26700,-50.1,-83.1,85,20
47122,6/19/2020 12:00,30,24070,-54.7,-85.7,75,12
47122,6/19/2020 12:00,50,20830,-59.9,-88.9,360,6
47122,6/19/2020 12:00,70,18760,-64.1,-92.1,295,25
47122,6/19/2020 12:00,100,16580,-62.9,-91.9,275,43
47122,6/19/2020 12:00,150,14040,-56.1,-87.1,280,74
47122,6/19/2020 12:00,200,12200,-52.3,-84.3,290,91
47122,6/19/2020 12:00,250,10730,-46.5,-80.5,290,69
47122,6/19/2020 12:00,300,9510,-38.7,-74.7,300,35
47122,6/19/2020 12:00,400,7460,-21.1,-63.1,325,17
47122,6/19/2020 12:00,500,5770,-8.7,-55.7,345,19
47122,6/19/2020 12:00,700,3094,4.4,0.5,360,12
47122,6/19/2020 12:00,850,1480,14,12.9,30,5
47122,6/19/2020 12:00,925,757,19.6,12.6,280,5
47122,6/19/2020 12:00,1000,82,22.4,13.4,245,8
47122,6/20/2020 0:00,10,31370,-39.5,-75.5,100,43
47122,6/20/2020 0:00,20,26750,-49.3,-82.3,90,16
47122,6/20/2020 0:00,30,24110,-53.3,-85.3,125,14
47122,6/20/2020 0:00,50,20850,-58.5,-88.5,35,9
47122,6/20/2020 0:00,70,18770,-62.9,-91.9,305,28
47122,6/20/2020 0:00,100,16580,-62.3,-91.3,295,58
47122,6/20/2020 0:00,150,14050,-56.3,-87.3,290,76
47122,6/20/2020 0:00,200,12210,-51.7,-83.7,280,51
47122,6/20/2020 0:00,250,10740,-45.9,-79.9,270,38
47122,6/20/2020 0:00,300,9520,-39.9,-52.9,250,12
47122,6/20/2020 0:00,400,7470,-21.9,-63.9,305,10
47122,6/20/2020 0:00,500,5790,-9.7,-55.7,315,2
47122,6/20/2020 0:00,700,3118,6.2,-9.8,5,3
47122,6/20/2020 0:00,850,1505,14.2,10.6,100,3
47122,6/20/2020 0:00,925,785,17.2,12.2,170,2
47122,6/20/2020 0:00,1000,113,22.4,15.4,205,3
47122,6/20/2020 12:00,10,31360,-37.7,-74.7,90,29
47122,6/20/2020 12:00,20,26720,-50.5,-82.5,85,23
47122,6/20/2020 12:00,30,24090,-54.1,-85.1,80,17
47122,6/20/2020 12:00,50,20850,-58.7,-88.7,345,9
47122,6/20/2020 12:00,70,18780,-65.7,-93.7,315,23
47122,6/20/2020 12:00,100,16600,-63.7,-91.7,300,58
47122,6/20/2020 12:00,150,14070,-55.3,-86.3,290,75
47122,6/20/2020 12:00,200,12210,-50.1,-83.1,290,70
47122,6/20/2020 12:00,250,10740,-46.3,-80.3,290,53
47122,6/20/2020 12:00,300,9510,-38.9,-52.9,305,35
47122,6/20/2020 12:00,400,7470,-21.9,-44.9,285,8
47122,6/20/2020 12:00,500,5790,-9.9,-55.9,225,6
47122,6/20/2020 12:00,700,3114,5.2,-3.8,100,10
47122,6/20/2020 12:00,850,1494,15.6,11.3,205,8
47122,6/20/2020 12:00,925,769,19.4,14.4,245,4
47122,6/20/2020 12:00,1000,93,23.6,14.6,280,6
47122,6/21/2020 0:00,20,26680,-51.7,-83.7,75,23
47122,6/21/2020 0:00,30,24060,-52.7,-84.7,90,16
47122,6/21/2020 0:00,50,20810,-60.7,-89.7,45,13
47122,6/21/2020 0:00,70,18750,-64.9,-92.9,310,18
47122,6/21/2020 0:00,100,16570,-62.3,-91.3,290,44
47122,6/21/2020 0:00,150,14030,-55.1,-86.1,295,53
47122,6/21/2020 0:00,200,12170,-53.5,-84.5,290,35
47122,6/21/2020 0:00,250,10720,-46.5,-80.5,335,16
47122,6/21/2020 0:00,300,9490,-38.3,-70.3,300,22
47122,6/21/2020 0:00,400,7450,-23.3,-43.3,300,10
47122,6/21/2020 0:00,500,5780,-10.3,-46.3,245,4
47122,6/21/2020 0:00,700,3101,5.6,-2.4,155,3
47122,6/21/2020 0:00,850,1486,14.4,9.5,25,4
47122,6/21/2020 0:00,925,765,19.2,8.2,55,1
47122,6/21/2020 0:00,1000,94,20.6,10.6,65,3
47122,6/21/2020 12:00,20,26710,-51.5,-83.5,75,23
47122,6/21/2020 12:00,30,24090,-54.5,-85.5,90,14
47122,6/21/2020 12:00,50,20860,-60.5,-89.5,45,11
