,label,1hour_prediction,label,2hour_prediction
228,22.0,24.93221884621473,34.0,31.036309723591202
229,34.0,31.573667406024008,27.0,27.00707976424903
230,27.0,26.532805375658025,32.0,32.47780517937016
231,32.0,32.991339416868854,40.0,37.77872849937933
232,40.0,38.306525703722905,39.0,38.894407794491244
233,39.0,38.57500367020828,27.0,28.343975997219097
234,27.0,28.5458112108136,32.0,29.95129463850709
235,32.0,29.958414742607438,27.0,28.195603746200707
236,27.0,27.980469456656024,27.0,26.721784133061412
237,27.0,26.906151589012214,19.0,19.07197780198004
238,19.0,19.347656149286017,5.0,6.571709053942122
239,5.0,6.701329357812807,5.0,4.507678792586602
240,5.0,4.316045589957186,1.0,2.018530306126333
241,1.0,2.065863673487077,1.0,1.0365234013831544
242,1.0,1.1953894194918735,6.0,7.142964361750568
243,6.0,6.814943952638059,24.0,21.961504607720077
244,24.0,22.74668839545422,32.0,32.1637118913222
245,32.0,32.215111491177126,35.0,35.28219286612799
246,35.0,35.13663029436775,31.0,30.636342650613354
247,31.0,30.827639216978483,24.0,24.25931099898088
248,24.0,24.044890703219938,18.0,21.82787159184986
249,18.0,20.47195587165196,25.0,20.803090751916415
250,25.0,21.936386434746254,30.0,30.25903527897678
251,30.0,30.804060059036775,30.0,26.405804760091957
252,30.0,27.578581708067492,25.0,26.965516740030875
253,25.0,26.44478364450976,25.0,28.010969090082803
254,25.0,28.63312663011456,37.0,35.54435029002419
255,37.0,36.28283497161702,39.0,36.83372017559362
256,39.0,36.83021555296421,43.0,41.14641522704274
257,43.0,40.95862609858456,26.0,27.298796583797728
258,26.0,27.229567920876033,31.0,28.90701481922201
259,31.0,29.22830896944486,30.0,29.60497121891328
260,30.0,29.801070610456385,29.0,27.45505148947112
261,29.0,27.814367518522932,19.0,20.502314203130375
262,19.0,20.33663566901315,5.0,6.601833281095133
263,5.0,6.851055947182746,4.0,3.381829188726438
264,4.0,3.265810607349247,2.0,2.6154153740324237
265,2.0,3.1189196787103333,0.0,1.8286123130155971
266,0.0,2.1885204091161974,7.0,5.257175536569416
267,7.0,4.959747048272403,27.0,20.714920565149324
268,27.0,23.488298548452562,29.0,31.92151424781835
269,29.0,31.810844196678275,37.0,34.853248484196364
270,37.0,35.29540502567779,24.0,26.051462348580504
271,24.0,25.47102737462547,26.0,23.582605667546602
272,26.0,24.05967545916123,19.0,19.2037977499447
273,19.0,19.209007375863816,21.0,20.09839167047364
274,21.0,19.641690989185264,33.0,32.15901127150312
275,33.0,31.795935342110518,25.0,24.138410322822704
276,25.0,23.666066523216376,28.0,29.662163068625986
277,28.0,29.111573080829405,31.0,29.70917330559203
278,31.0,30.519598976442342,29.0,29.984967162877517
279,29.0,29.911210760191956,48.0,42.37984520061549
280,48.0,42.55172307283117,31.0,33.72092186655334
281,31.0,33.4547859660657,28.0,27.86250792701596
282,28.0,28.735362798970716,31.0,28.825489071761137
283,31.0,28.643199983639622,26.0,28.216031986504717
284,26.0,27.595921522299037,32.0,31.280189985121204
285,32.0,32.07130783399177,17.0,20.582891904186926
286,17.0,20.141869922010102,7.0,6.820032469813391
287,7.0,7.007137637597941,4.0,3.9248334095446085
288,4.0,3.8238174190876357,3.0,2.689467358155989
289,3.0,3.0507149100202002,0.0,1.1415261989577445
290,0.0,1.2631757304714004,5.0,5.938001886029473
291,5.0,6.003731554325883,23.0,21.79713425724957
292,23.0,21.744483567322714,28.0,31.38868190056003
293,28.0,31.391375507635257,36.0,34.86717034658168
294,36.0,35.656335924723905,35.0,31.105713296117816
295,35.0,30.87063953173134,22.0,22.559755042362298
296,22.0,22.623266512807938,20.0,20.84580716604321
297,20.0,21.005171522422014,19.0,19.334949155598945
298,19.0,19.48921505873895,35.0,33.53114970370031
299,35.0,32.48011503030277,19.0,26.83859431334612
300,19.0,22.810601329891032,28.0,28.98505144056563
301,28.0,29.0047224623911,30.0,29.122239334020936
302,30.0,29.16373422726018,30.0,32.306125627937895
303,30.0,32.02691495875613,44.0,41.91056182058106
304,44.0,41.25385642094977,43.0,41.249369126064735
305,43.0,40.366008847635705,27.0,27.024060107035915
306,27.0,26.042192875908533,26.0,26.36362476758595
307,26.0,26.155926684832046,31.0,29.960021028868994
308,31.0,29.565642479609114,30.0,31.631765212790146
309,30.0,31.298113404250824,25.0,23.857582614348793
310,25.0,23.102250750788905,8.0,6.8889222100116205
311,8.0,7.4011643749812235,3.0,3.3920850913516434
312,3.0,3.205563170228976,0.0,1.5985664787298681
313,0.0,1.601462881225026,1.0,1.3145554219707856
314,1.0,1.3290012758409582,4.0,4.373586763149425
315,4.0,4.676196892108127,20.0,20.318838784896304
316,20.0,20.580882820694523,34.0,33.5567604548667
317,34.0,33.69128915421808,38.0,35.1421224111479
318,38.0,35.408577619904484,35.0,31.00780965010287
319,35.0,31.23288686003694,17.0,21.320696022501014
320,17.0,21.229701279220034,18.0,18.295481786125805
321,18.0,17.752937303214523,16.0,17.525138687999664
322,16.0,16.97391463196366,27.0,27.907061749292453
323,27.0,27.250685894249656,30.0,29.368994575505848
324,30.0,29.324912474928126,34.0,30.13158362550444
325,34.0,30.02091402522031,24.0,27.733621580373985
326,24.0,26.903925997239515,37.0,35.90634423578348
327,37.0,36.56448720080053,40.0,37.44095991526695
328,40.0,37.70561286461659,32.0,35.4117290474177
329,32.0,36.54111144599514,29.0,27.243405659628674
330,29.0,28.837368437662,27.0,27.671889770883944
331,27.0,27.52752950642062,29.0,29.39871696117968
332,29.0,29.32966847886607,24.0,23.228991717483584
333,24.0,23.77656567990814,20.0,18.945903462927106
334,20.0,19.701802928601932,9.0,8.41781752653497
335,9.0,8.501127800751938,1.0,2.470782397376142
336,1.0,2.5633521083326043,2.0,2.461422119956605
337,2.0,2.4582534456300422,1.0,1.1500523342836781
338,1.0,1.3980934469299813,6.0,6.381337629191138
339,6.0,6.360407482840723,22.0,20.67585804078689
340,22.0,20.51222359626045,35.0,34.01084563478439
341,35.0,33.902679262915655,33.0,33.57421115128223
342,33.0,33.59205765458392,33.0,29.94742983196682
343,33.0,30.363814691821542,22.0,22.525816867799637
344,22.0,22.148443708627095,22.0,20.425164733580182
345,22.0,20.305069369851875,17.0,17.652370369935884
346,17.0,17.382330301750294,33.0,32.72389627216098
347,33.0,32.595098200911295,20.0,22.055391872283653
348,20.0,21.256898172197342,30.0,29.430190613817658
349,30.0,29.32225378879302,24.0,25.87527496255902
350,24.0,25.898406483679086,31.0,30.960568701546713
351,31.0,30.685856542502908,40.0,38.73680813387468
352,40.0,38.78906646278528,42.0,39.96034560146009
353,42.0,39.5423325175163,28.0,26.901654155030936
354,28.0,25.80290156854034,28.0,29.073942725312744
355,28.0,28.644915311401657,28.0,29.920083668860496
356,28.0,29.884947778694766,24.0,23.701819169605574
357,24.0,23.922294169215437,20.0,19.913760440405365
358,20.0,20.077975732446205,7.0,6.440996498478743
359,7.0,6.691981363811565,4.0,3.928526053691655
360,4.0,3.8686396356639903,1.0,2.066780854618821
361,1.0,2.0703052312792947,1.0,1.010298933482101
362,1.0,1.3196088564028396,6.0,6.638961773439501
363,6.0,6.331809103107277,24.0,20.944734170580507
364,24.0,20.007680438922524,33.0,33.390366307232185
365,33.0,32.65738393747299,33.0,33.68072799309463
366,33.0,33.31740888025889,29.0,28.019879096615618
367,29.0,28.801472828805878,26.0,25.050019133427945
368,26.0,24.839352096415013,17.0,19.099834160874742
369,17.0,18.335795171398164,20.0,18.36101907983275
370,20.0,19.52321158993279,30.0,30.45749321295244
371,30.0,30.163652826186926,25.0,26.35047631268606
372,25.0,26.62948083137763,28.0,27.56763767237583
373,28.0,27.91473548369982,26.0,28.41301548597779
374,26.0,28.218586001941635,34.0,33.14813486666911
375,34.0,33.301114384895406,35.0,38.08519519909244
376,35.0,37.329525356369494,39.0,38.62057272048335
377,39.0,38.95136412409491,31.0,28.077936015943067
378,31.0,28.080424869762165,29.0,28.424500489753473
379,29.0,28.0822192347666,32.0,30.33956956688887
380,32.0,28.42575932349217,28.0,25.996461590917637
381,28.0,26.921055114335335,21.0,22.403462508098457
382,21.0,22.438914524650652,9.0,9.254141380890443
383,9.0,8.77385344006556,2.0,3.319696467010879
384,2.0,3.315523414282552,0.0,1.7777341680515133
385,0.0,1.8200119734682167,3.0,1.7307689290353525
386,3.0,1.958241851640488,9.0,6.852979685532037
387,9.0,6.47476415110722,19.0,20.65450718274785
388,19.0,20.034869993456876,32.0,33.37883117308072
389,32.0,32.868159402266166,32.0,33.24159986216283
390,32.0,33.097293340959816,28.0,28.127131780804454
391,28.0,29.321050545268,26.0,23.956472210502493
392,26.0,24.527255824619253,22.0,20.80540221425951
393,22.0,20.740356762981524,20.0,19.479849875291613
394,20.0,18.742551294572934,31.0,32.57763512286218
395,31.0,33.2812501329574,27.0,25.03474694106408
396,27.0,26.47302481529751,29.0,29.817312981066017
397,29.0,29.234072582677634,35.0,30.59304523128132
398,35.0,31.317193065038936,30.0,30.389668528552814
399,30.0,29.411836021030012,38.0,38.577703004506155
400,38.0,39.14013537988295,36.0,38.19352282514298
401,36.0,38.43679015363133,33.0,29.09541740511907
402,33.0,28.45874065266196,25.0,28.53752990731842
403,25.0,26.63050583860933,31.0,30.89667112257124
404,31.0,30.79822648297873,30.0,27.896591503816175
405,30.0,28.05684557031918,18.0,20.214043913320296
406,18.0,18.994996359395493,5.0,6.783035424688938
407,5.0,6.8703018150596264,4.0,3.9247732595265536
408,4.0,3.8070313182889164,1.0,2.418973350809822
409,1.0,2.5317694990037167,1.0,1.0985393240891865
410,1.0,1.3270932233279173,7.0,6.688386322063277
411,7.0,6.529525088461626,24.0,21.220213332286267
412,24.0,22.329902154925428,34.0,33.12808174216494
413,34.0,33.72420157018121,32.0,33.614531074314435
414,32.0,33.304794950375275,28.0,29.562306842531374
415,28.0,29.29752769170201,29.0,25.79127398271808
416,29.0,26.27742905506281,22.0,21.29855821302171
417,22.0,20.805320444823423,18.0,18.708152812631543
418,18.0,18.524111468074565,32.0,31.909471031908296
419,32.0,32.18492108519633,26.0,25.45233240035001
420,26.0,25.993552588851923,31.0,29.6134768487282
421,31.0,29.71613273739117,27.0,28.41773365503643
422,27.0,29.180671977830592,32.0,32.28283933362703
423,32.0,32.73102198774814,37.0,38.17168248655835
424,37.0,38.32249489658489,38.0,38.35399492138868
425,38.0,38.737018407063836,30.0,28.459519893114425
426,30.0,29.006691193961323,26.0,27.630583549259224
427,26.0,27.7277586103862,36.0,31.73122538077799
428,36.0,31.987984351767416,26.0,26.121975436746347
429,26.0,25.797830727609984,22.0,22.597538111820867
430,22.0,23.09930341225281,5.0,6.5954281486692174
431,5.0,6.719129091367122,7.0,6.155864938960813
432,7.0,6.091682143883308,0.0,2.2196902268853065
433,0.0,2.2029372346450717,2.0,1.5296175361980566
434,2.0,1.843999243502349,6.0,5.864813485895035
435,6.0,5.5537688336120965,19.0,20.519670710779355
436,19.0,21.13038494533247,37.0,32.971903119015735
437,37.0,34.008222294759165,37.0,34.445441374996825
438,37.0,33.93476492445211,22.0,25.632796585330293
439,22.0,24.746024017694374,26.0,24.224517044242827
440,26.0,24.33223231349679,21.0,19.976239156038105
441,21.0,19.023278455037396,18.0,19.454421516466265
442,18.0,19.07026408582167,31.0,31.403628880119776
443,31.0,32.443071720109884,24.0,24.36502045804723
444,24.0,25.241332490739435,31.0,30.646551568081996
445,31.0,30.436311368857147,30.0,28.975798933067164
446,30.0,29.161383867100184,32.0,32.32155149635862
447,32.0,32.60621720015429,42.0,40.014552644887694
448,42.0,39.35416328327739,35.0,36.712130397123744
449,35.0,36.067656057654744,32.0,29.578221814988314
450,32.0,29.350590393158043,25.0,27.528541962857897
451,25.0,27.062145957418686,35.0,31.916909106064058
452,35.0,31.77520971074257,23.0,26.30194338642528
453,23.0,28.5434158338245,24.0,23.06658589674028
454,24.0,24.22525637373663,7.0,7.42102432374963
455,7.0,7.122991465251577,2.0,2.904076966998117
456,2.0,2.9796605829338936,3.0,2.3965236561546543
457,3.0,2.4660919861636694,1.0,1.0680599321332347
458,1.0,1.2127401711396644,7.0,6.1844397049741575
459,7.0,5.958517220964404,17.0,20.057776765730118
460,17.0,19.776348524716564,36.0,34.16296793203648
461,36.0,34.65544624686061,39.0,35.09154932586555
462,39.0,35.07860932015824,28.0,28.357988209779244
463,28.0,27.130224719507034,22.0,23.772710115574363
464,22.0,23.986373370334952,22.0,20.94026450909196
465,22.0,21.55890586754553,16.0,18.644034515669706
466,16.0,18.177717116459934,33.0,33.136920792303734
467,33.0,33.30478001957713,25.0,25.702491415457953
468,25.0,26.043037069177572,28.0,28.288364590789488
469,28.0,28.724165537052258,27.0,27.21596556452181
470,27.0,27.253283408860934,36.0,34.32039605539371
471,36.0,34.43313248493204,38.0,38.61266246333755
472,38.0,38.674663359344095,42.0,40.41158126500316
473,42.0,40.75424398237057,29.0,27.274142737097932
474,29.0,26.717630345805528,24.0,26.24902358907622
475,24.0,25.992025953038333,30.0,30.158402686670915
476,30.0,30.511424655044998,30.0,31.270509397426057
477,30.0,31.02826746016325,26.0,23.785782705841818
478,26.0,23.387218883709426,6.0,7.0022886342551
479,6.0,7.400583872580531,2.0,2.8689942325741686
480,2.0,2.76314204037745,0.0,1.6189988297288707
481,0.0,1.629323356167275,1.0,1.8054430413170137
482,1.0,1.7183464346734345,4.0,4.475473482067308
483,4.0,4.584535499582258,19.0,20.345093127058192
484,19.0,19.93132453172365,39.0,34.81951687312234
485,39.0,34.82444599422119,37.0,34.58572805797218
486,37.0,33.70816075800853,24.0,27.28890044016966
487,24.0,26.285845774999192,22.0,24.323680033225234
488,22.0,24.830862722262125,20.0,18.91488535649518
489,20.0,18.71176534985174,18.0,18.148346471426432
490,18.0,17.711772191771026,30.0,29.493307743998894
491,30.0,29.09283047958778,25.0,25.77483510404445
492,25.0,26.014354356454707,25.0,27.529446935461042
493,25.0,27.634882535523673,29.0,29.60896787450185
494,29.0,30.48700194694074,35.0,34.764062678309486
495,35.0,34.7472488600492,43.0,37.97407539181907
496,43.0,38.23266280336288,37.0,37.145487167180924
497,37.0,36.42253666083113,25.0,27.210146679534112
498,25.0,27.017368238291706,28.0,26.427353239556034
499,28.0,26.608326070281816,32.0,29.5691124316743
500,32.0,29.24863434931915,24.0,23.64859739707093
501,24.0,23.264429653775107,17.0,17.297296042363648
502,17.0,17.60268582988111,5.0,6.563868331273172
503,5.0,6.470707387508319,3.0,3.1162037244699494
504,3.0,3.0434910586725743,1.0,2.049837042118134
505,1.0,2.262305962605764,0.0,1.0984342470355375
506,0.0,1.211853759193116,10.0,6.225786130345646
507,10.0,6.164057220832947,21.0,21.20677068645498
508,21.0,21.601599779123944,39.0,34.94474211469638
509,39.0,34.73446543376089,29.0,32.79360591824888
510,29.0,32.052801831725766,30.0,29.208188530773217
511,30.0,29.695618900234532,25.0,23.79073956978442
512,25.0,22.423523813036468,19.0,20.6939765830506
513,19.0,19.60255007276016,20.0,19.381993228776096
514,20.0,19.110790797987967,33.0,31.757725817268096
515,33.0,31.149946610198302,24.0,23.45695801785458
516,24.0,23.073409930705818,29.0,28.408354052345427
517,29.0,28.549916609787758,24.0,25.86677922319486
518,24.0,26.074562393030785,29.0,29.37103341573441
519,29.0,29.764453449084066,35.0,35.95062004910086
520,35.0,36.20260577737568,41.0,39.463267638119184
521,41.0,39.97864814055593,33.0,28.454702094487104
522,33.0,27.410804321018848,28.0,29.494207053710372
523,28.0,28.655124496406994,28.0,29.713731143050122
524,28.0,29.385877201021977,24.0,23.28014840913095
525,24.0,23.977889635469143,17.0,19.274046386449807
526,17.0,19.14970260504283,6.0,6.673666777744004
527,6.0,6.742907936498501,4.0,3.186022159671583
528,4.0,3.1673187101517946,1.0,2.4023970934398267
529,1.0,2.3948075118158516,1.0,1.0964166227978915
530,1.0,1.3145082095324623,7.0,7.787390543959609
531,7.0,7.5812074822190665,20.0,21.227073994094738
